rougher	episode,	episode,
doctor's	!	!
doctor	program.	program.
administration's	!	!
administration	program.	program.
church's	!	!
church	museum,	museum,
evening's	!	!
evening	museum,	museum,
mother's	!	!
mother	(new	(new
university's	!	!
university	museum,	museum,
week's	!	!
week	museum,	museum,
author's	!	!
author	morning,	morning,
president's	!	!
president	week.	week.
judge's	!	!
judge	morning,	morning,
community's	!	!
community	morning,	morning,
town's	!	!
town	fortified	introduced
network's	!	!
network	online	online
town's	!	!
town	baltic	vessel
party's	!	!
party	unions	unions
band's	!	!
band	lineup	decade,
league's	!	!
league	baltic	baltic
park's	!	!
park	infrastructure	infrastructure
bank's	!	!
bank	infrastructure	infrastructure
son's	!	!
son	infrastructure	infrastructure
doctor's	!	!
doctor	infrastructure	infrastructure
father's	!	!
father	specializing	specializing
president's	vice-president	vice-president
president	indiana.	indiana.
author's	essays	essays
author	!	!
woman's	woman,	woman,
woman	"my	"my
man's	wears	slightly
man	"my	"my
family's	snail,	mollusk
family	mother.	mother.
author's	!	!
author	launching	launching
night's	!	!
night	launching	launching
boy's	!	!
boy	launching	launching
play's	!	!
play	launching	launching
father's	!	!
father	discovering	discovering
building's	!	!
building	municipality,	municipality,
mayor's	!	!
mayor	municipality,	municipality,
committee's	!	!
committee	municipality,	municipality,
community's	!	!
community	municipality,	municipality,
driver's	!	!
driver	municipality,	municipality,
judge's	weekly"	deputies
judge	!	!
baseball's	sox	sox
baseball	!	!
game's	nintendo	game.
game	animated	bridge
doctor's	"when	"when
doctor	!	!
jury's	expeditionary	expeditionary
jury	!	!
victim's	liked	liked
victim	!	!
world's	1914	1914
world	tokyo	tokyo
play's	organs	jacksonville
play	!	!
team's	monetary	monetary
team	rushing	rushing
jury's	"die	order:
jury	!	!
church's	!	!
church	housed	housed
today's	!	!
today	museum.	notion
daughter's	!	!
daughter	saxon	saxon
group's	!	!
group	sequel	expert
governor's	!	!
governor	saxon	saxon
industry's	!	!
industry	market,	market,
council's	!	!
council	market,	market,
couple's	!	!
couple	market,	market,
county's	!	!
county	textile	textile
union's	!	!
union	market,	market,
hospital's	!	!
hospital	songwriter	songwriter
couple's	!	!
couple	songwriter	songwriter
community's	!	!
community	songwriter	songwriter
general's	!	!
general	songwriter	songwriter
county's	!	!
county	floor,	element
association's	!	!
association	bank.	bank.
artist's	!	!
artist	bank.	bank.
doctor's	!	!
doctor	bank.	bank.
university's	!	!
university	agencies	agencies
governor's	!	!
governor	bank.	bank.
evening's	!	!
evening	nascar	nascar
show's	!	!
show	problems	problems
community's	!	!
community	nascar	nascar
network's	!	!
network	series,	series,
week's	!	!
week	nascar	nascar
city's	terminus	terminus
city	bureau,	bureau,
bill's	gary	gary
bill	!	!
everyone's	thinking	thinking
everyone	!	!
group's	membership	membership
group	albums,	albums,
week's	p.m.	p.m.
week	!	!
hospital's	cerambycidae.	cerambycidae.
hospital	!	!
family's	cerambycidae.	cerambycidae.
family	learns	learns
driver's	ph.d.	scorer
driver	!	!
book's	bachelor's	cerambycidae.
book	!	!
union's	ph.d.	germany,
union	!	!
president's	!	!
president	ultimate	ultimate
society's	!	!
society	sox	olympics.
station's	!	!
station	syndicated	syndicated
boy's	!	!
boy	sox	olympics.
county's	!	!
county	ohio.	ohio.
building's	building.	building.
building	!	!
agency's	modeling	modeling
agency	!	!
month's	yearly	yearly
month	!	!
world's	medals	medals
world	200,000	200,000
jury's	judged	inaugural
jury	!	!
year's	!	!
year	app	light.
victim's	!	!
victim	panels	panels
society's	!	!
society	panels	panels
family's	!	!
family	facility.	facility.
game's	!	!
game	real-time	analog
country's	!	!
country	strategy	strategy
day's	!	!
day	psychology	psychology
government's	!	!
government	behavioral	behavioral
doctor's	!	!
doctor	psychology	psychology
governor's	!	!
governor	psychology	psychology
author's	!	!
author	scout	scout
dollar's	!	!
dollar	scout	scout
mother's	!	!
mother	tells	tells
woman's	!	!
woman	comics	comics
center's	!	!
center	scout	scout
nation's	!	!
nation	housed	housed
husband's	!	!
husband	countess	countess
artist's	!	!
artist	non-families.	non-families.
play's	!	!
play	non-families.	non-families.
game's	!	!
game	attacks	attacks
person's	!	!
person	nursing	nursing
world's	!	!
world	specialty	specialty
driver's	!	!
driver	surgical	surgical
jury's	!	!
jury	surgical	surgical
administration's	!	!
administration	surgical	surgical
bank's	!	!
bank	daughters,	daughters,
everyone's	!	!
everyone	daughters,	daughters,
area's	!	!
area	daughters,	daughters,
family's	!	!
family	fiction	fiction
team's	!	!
team	specialised	specialised
dollar's	financed	financed
dollar	!	!
weekend's	annually	annually
weekend	!	!
program's	institution.	institution.
program	!	!
school's	enrolled	enrolled
school	cdp	cdp
jury's	damages	damages
jury	!	!
husband's	!	!
husband	bedford	bedford
wife's	!	!
wife	habitat	habitat
network's	!	!
network	television	television
doctor's	!	!
doctor	habitat	habitat
team's	!	!
team	howe	howe
night's	viewers	insight
night	!	!
baseball's	filipino	filipino
baseball	!	!
company's	production	production
company	games	games
book's	reissued	reissued
book	!	!
governor's	votes,	parish.
governor	!	!
child's	!	!
child	judged	inaugural
building's	!	!
building	judged	inaugural
bank's	!	!
bank	judged	inaugural
man's	!	!
man	detective	much
life's	!	!
life	judged	inaugural
master's	!	!
master	specialty	specialty
project's	!	!
project	organisms	organisms
boy's	!	!
boy	organisms	organisms
attorney's	!	!
attorney	organisms	organisms
area's	!	!
area	organisms	organisms
council's	!	!
council	association,	association,
artist's	!	!
artist	association,	association,
doctor's	!	!
doctor	association,	association,
governor's	!	!
governor	association,	association,
book's	!	!
book	association,	association,
today's	!	!
today	notion	notion
system's	!	!
system	matthew	matthew
council's	!	!
council	matthew	matthew
state's	!	!
state	rapidly	rapidly
son's	!	!
son	matthew	matthew
museum's	museum,	museum,
museum	!	!
child's	appropriate	adds
child	!	!
family's	partner	partner
family	school.	school.
band's	syndicated	syndicated
band	actress	actress
book's	manuscript	lecture
book	!	!
council's	!	!
council	building.	building.
man's	!	!
man	"old	"old
everyone's	!	!
everyone	building.	building.
world's	!	!
world	toy	toy
market's	!	!
market	building.	building.
state's	!	!
state	schools,	schools,
month's	!	!
month	handball	handball
department's	!	!
department	handball	handball
family's	!	!
family	castle,	originated
patient's	!	!
patient	handball	handball
husband's	!	!
husband	themselves,	themselves,
night's	!	!
night	symptoms	symptoms
club's	!	!
club	forensic	forensic
judge's	!	!
judge	symptoms	symptoms
town's	!	!
town	historically	historically
tonight's	!	!
tonight	pregnant	pregnant
board's	!	!
board	pregnant	pregnant
dollar's	!	!
dollar	pregnant	pregnant
summer's	!	!
summer	pregnant	pregnant
party's	!	!
party	worse	worse
hospital's	!	!
hospital	set,	assembly
husband's	!	!
husband	expertise	expertise
woman's	!	!
woman	subscription	subscription
state's	!	!
state	historically	historically
show's	!	!
show	supernatural	supernatural
mayor's	!	!
mayor	thinking	thinking
agency's	!	!
agency	thinking	thinking
show's	!	!
show	supernatural	supernatural
station's	!	!
station	thinking	thinking
area's	!	!
area	thinking	thinking
building's	!	!
building	(b.	(died
life's	!	!
life	(b.	(died
company's	!	!
company	howe	howe
union's	!	!
union	(b.	(died
school's	!	!
school	howe	howe
church's	eleanor	eleanor
church	bishops	bishops
author's	writing.	writing.
author	!	!
night's	(film)	nicolas
night	!	!
driver's	nascar	nascar
driver	!	!
jury's	nicolas	nicolas
jury	!	!
district's	!	!
district	students.	students.
summer's	!	!
summer	uncle,	uncle,
state's	!	!
state	preservation	preservation
son's	!	!
son	uncle,	uncle,
everyone's	!	!
everyone	uncle,	uncle,
country's	!	!
country	opens	opens
board's	!	!
board	she's	she's
industry's	!	!
industry	she's	she's
mother's	!	!
mother	baby	baby
commission's	!	!
commission	she's	she's
nation's	!	!
nation	exploitation	exploitation
couple's	!	!
couple	gary	gary
project's	!	!
project	gary	gary
patient's	!	!
patient	gary	gary
family's	!	!
family	howe	howe
district's	!	!
district	three-year	three-year
nation's	!	!
nation	workers.	workers.
station's	!	!
station	airs	airs
club's	!	!
club	bigger	bigger
son's	!	!
son	annually	annually
tonight's	!	!
tonight	doctors	doctors
country's	!	!
country	serbian	serbian
community's	!	!
community	doctors	doctors
father's	!	!
father	god's	god's
administration's	!	!
administration	doctors	doctors
mayor's	!	!
mayor	semifinal	semifinal
girl's	!	!
girl	semifinal	semifinal
community's	!	!
community	semifinal	semifinal
department's	!	!
department	semifinal	semifinal
family's	!	!
family	learn	specialty
boy's	!	!
boy	hopkins	hopkins
film's	!	!
film	light.	light.
wife's	!	!
wife	hopkins	hopkins
family's	!	!
family	airs	airs
program's	!	!
program	hopkins	hopkins
region's	!	!
region	tournament,	tournament,
month's	!	!
month	tournament,	tournament,
bank's	!	!
bank	tournament,	tournament,
play's	!	!
play	tournament,	tournament,
union's	!	!
union	tournament,	tournament,
returned	census,	(née
return	available,	available,
returns	emeritus	emeritus
return	miller,	master's
returned	master's	master's
returns	are,	are,
determined	judges	judges
determine	(1)	(1)
determines	feedback	feedback
determine	!	!
determined	!	!
determines	lacks	lacks
ensured	brigade,	brigade,
ensure	comparison	comparison
ensures	governance	governance
ensure	!	!
ensured	!	!
ensures	publishes	publishes
decided	(née	(née
decide	comfort	comfort
decides	arrives	arrives
decide	strain	strain
decided	(september	(september
decides	favoured	counting
ended	canton	canton
end	growth.	growth.
ends	canton	canton
end	hawks	hawks
ended	terminated	terminated
ends	kills	kills
supported	institutes	institutes
support	site,	site,
supports	bands,	bands,
support	competes	maryland.
supported	arguably	arguably
supports	ultimately,	ultimately,
raised	contracted	contracted
raise	hit,	hit,
raises	dreams	dreams
raise	!	!
raised	!	!
raises	returns	returns
opened	challenger	challenger
open	feet.	conjunction
opens	elections,	elections,
open	rid	rid
opened	bottle	bottle
opens	"rolling	palace,
continued	sued	sued
continue	insisted	insisted
continues	demonstrates	demonstrates
continue	moses	moses
continued	scotland	scotland
continues	insisted	insisted
studied	institutes	institutes
study	maryland.	cincinnati
studies	immune	mathematical
study	studying	maryland.
studied	harvard	harvard
studies	discuss	discuss
proved	purchase	purchase
prove	introduces	introduces
proves	nonetheless,	nonetheless,
prove	!	!
proved	!	!
proves	competitor	competitor
helped	engineer	engineer
help	perth	perth
helps	2004,	2004,
help	sound,	sound,
helped	1902,	1902,
helps	portraits	portraits
called	executives	purchase
call	scripts	scripts
calls	lok	lok
call	shore	shore
called	uncle,	uncle,
calls	pull	pull
considered	relation	who,
consider	recognised	recognised
considers	who,	who,
consider	workers'	workers'
considered	uncertain	uncertain
considers	recognised	portraits
asked	edge	edge
ask	examined	examined
asks	they're	lok
ask	caught	caught
asked	resume	resume
asks	understand	understand
provided	unprecedented	unprecedented
provide	relies	relies
provides	away.	away.
provide	produce	produce
provided	enterprise	enterprise
provides	effect,	effect,
eliminated	loose	loose
eliminate	considerably	considerably
eliminates	competing	competing
eliminate	!	!
eliminated	!	!
eliminates	escape.	replace
thought	i'm	celebrities
think	manuscripts	specially
thinks	you're	you're
think	insight	insight
thought	writings	writings
thinks	answers	answers
showed	show,	show,
show	extremely	extremely
shows	show,	show,
show	guy	guy
showed	newspapers	newspapers
shows	properties.	properties.
took	rovers	rovers
take	marching	marching
takes	competing	competing
take	types	types
took	fossil	fossil
takes	feast	feast
looked	sure	sure
look	pharmaceutical	pharmaceutical
looks	plaque	plaque
look	now,	southwest
looked	qualification	1985.
looks	coordinates	coordinates
paid	fees	fees
pay	court,	court,
pays	reduction	reduction
pay	now,	now,
paid	omar	omar
pays	"so	"so
remained	videos	videos
remain	expressions	expressions
remains	creek	creek
remain	southwest	southwest
remained	portal	portal
remains	ellen	ellen
bought	lieutenant	lieutenant
buy	expressions	expressions
buys	wright	wright
buy	!	!
bought	!	!
buys	grocery	grocery
sought	pursued	pursued
seek	commission	commission
seeks	marion	marion
seek	continuity	continuity
sought	studios,	studios,
seeks	legally	legally
produced	use.	use.
produce	manufacturers	manufacturers
produces	nitrogen	argentina.
produce	drag	manufacturers
produced	drag	drag
produces	reduces	reduces
thought	english-language	english-language
think	treat	treat
thinks	gets	gets
think	bridge.	19th-century
thought	armstrong	armstrong
thinks	say,	say,
understood	john,	1925
understand	understand	understand
understands	psychological	psychological
understand	!	!
understood	!	!
understands	knows	usual
ran	w	w
run	19,	19,
runs	hollow	hollow
run	limited	sailed
ran	erie	erie
runs	holly	holly
reduced	60%	60%
reduce	adverse	depends
reduces	exhaust	exhaust
reduce	adverse	adverse
reduced	terrain	terrain
reduces	reduces	reduces
felt	it's	it’s
feel	deeply	deeply
feels	it's	it's
feel	persuaded	persuaded
felt	linda	linda
feels	seemed	seemed
required	detect	detect
require	negotiate	strengthen
requires	compounds	compounds
require	apply	engaging
required	critical	critical
requires	orientation	orientation
played	technically	technically
play	handball	syrian
plays	flowers	pulling
play	1991)	13,
played	footballer.	footballer.
plays	"where	"where
happened	pocket	pocket
happen	protecting	protecting
happens	narrator	cold
happen	guarantee	guarantee
happened	page	athens
happens	leaves,	leaves,
had	renovation	renovation
have	earl	earl
has	flowers	letters
have	grades	grades
had	institutes	institutes
has	with,	with,
opened	feudal	feudal
open	occupied	customers
opens	district's	district's
open	trying	trying
opened	stopped	stopped
opens	bridge.	bridge.
felt	u	u
feel	consider	consider
feels	it's	it's
feel	she's	she's
felt	told	told
feels	evidence	evidence
decided	reward	reward
decide	refusing	customers
decides	proceeds	rural
decide	forget	discovering
decided	discovering	1837
decides	1982,	1982,
preserved	reward	reward
preserve	plateau	plateau
preserves	olive	olive
preserve	!	!
preserved	!	!
preserves	motorway	motorway
followed	closing	frances
follow	consider	consider
follows	expressway	expressway
follow	swedish	1957
followed	stopped	stopped
follows	antarctic	antarctic
studied	universities,	universities,
study	prof.	supporting
studies	drugs	drugs
study	harvard	harvard
studied	harvard	harvard
studies	1930	1930
held	williams	williams
hold	protocol	protocol
holds	phantom	phantom
hold	campus	representing
held	1996	1996
holds	competitions	bend
ended	stepped	stepped
end	dakota	dakota
ends	curved	curved
end	afghanistan.	afghanistan.
ended	estonia	estonia
ends	centered	centered
said	"two	"two
say	saying,	saying,
says	creature	creature
say	electricity	electricity
said	out:	faith
says	saying,	saying,
reduced	define	define
reduce	taxes	taxes
reduces	exhaust	exhaust
reduce	doubled	doubled
reduced	1996	1996
reduces	purposes,	purposes,
built	ss	ss
build	transported	transported
builds	means	means
build	!	!
built	!	!
builds	avenue.	filled
studied	kicked	lithuania
study	m.a.	m.a.
studies	there,	there,
study	studying	studying
studied	significantly	significantly
studies	m.a.	m.a.
said	republican	republican
say	interview,	we
says	lover	lover
say	"she	"she
said	out:	tour,
says	looking	looking
developed	projects,	express
develop	free	free
develops	means	means
develop	description	description
developed	ballet	ballet
develops	sugar	sugar
reduced	republican	republican
reduce	(and	(and
reduces	means	means
reduce	"p"	"p"
reduced	matches.	matches.
reduces	over.	associates
extended	constituted	constituted
extend	timing	groups.
extends	formula_2	formula_2
extend	lanka.	lanka.
extended	adults	adults
extends	countries	countries
ensured	graduation	four,
ensure	motivated	motivated
ensures	blind	blind
ensure	!	!
ensured	!	!
ensures	countries	countries
decided	reviews.	1902
decide	motivated	motivated
decides	promises	promises
decide	mad	mad
decided	resign	resign
decides	refusing	anticipated
preserved	flag	flag
preserve	therefore,	therefore,
preserves	wilderness	wilderness
preserve	!	!
preserved	!	!
preserves	plants,	plants,
saved	flag	flag
save	enhance	enhance
saves	places,	places,
save	mad	mad
saved	dr	dr
saves	memory.	memory.
earned	study	75
earn	earning	3–1
earns	relies	relies
earn	!	!
earned	!	!
earns	nations,	nations,
paid	fees	conrad
pay	guest	guest
pays	reduction	reduction
pay	planned	planned
paid	artist.	spain.
pays	nations,	nations,
learned	my	per
learn	over,	erie
learns	why	why
learn	nephew	nephew
learned	riot	riot
learns	all,	all,
accommodated	coast.	coast.
accommodate	!	!
accommodates	platforms	platforms
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	interview,	interview,
see	relegation	relegation
sees	interview,	interview,
see	lover	lover
saw	persuade	says
sees	halt	halt
tried	left.	left.
try	couldn't	couldn't
tries	!	!
try	fails	supernatural
tried	finds	finds
tries	!	!
learned	deputies	deputies
learn	educate	educate
learns	!	!
learn	wishes	wishes
learned	finds	finds
learns	!	!
followed	attack,	directly
follow	nights	nights
follows	!	!
follow	wishes	wishes
followed	theorem	elements,
follows	!	!
found	adaptation	adaptation
find	john,	john,
finds	!	!
find	mysterious	supernatural
found	knows	knows
finds	!	!
turned	direction.	direction.
turn	picks	eliminated
turns	!	!
turn	wishes	wishes
turned	constantly	constantly
turns	!	!
provided	identification	identification
provide	deployment	deployment
provides	collected	collected
provide	promotes	promotes
provided	promotes	promotes
provides	massachusetts.	massachusetts.
improved	oversaw	identification
improve	optimal	optimal
improves	illustrated	illustrated
improve	!	!
improved	!	!
improves	overall,	overall,
required	experienced	experienced
require	allows	allows
requires	tasks	tasks
require	windows.	arguing
required	busy	arguing
requires	allows	allows
had	ii,	ii,
have	ports	ports
has	phrase	ideal
have	windows.	windows.
had	busy	busy
has	sympathetic	strong
sold	post-war	post-war
sell	employees.	shane
sells	previously,	previously,
sell	!	!
sold	!	!
sells	shane	shane
met	expense	expense
meet	procedures	fewer
meets	shoes	shoes
meet	say	say
met	confluence	confluence
meets	mysterious	mysterious
needed	familiar	familiar
need	combine	character's
needs	talking	shoes
need	discrete	discrete
needed	indirect	indirect
needs	returns	returns
gave	olive	olive
give	four,	four,
gives	trio	looked
give	measuring	measuring
gave	successive	successive
gives	four,	four,
worked	testimony	testimony
work	book,	book,
works	condition.	painting,
work	migrated	migrated
worked	migrated	migrated
works	motivated	motivated
avoided	concluded	concluded
avoid	four,	four,
avoids	secretly	shoes
avoid	!	!
avoided	!	!
avoids	dies	dies
helped	monsters	monsters
help	jr.	jr.
helps	home,	home,
help	organizations	organizations
helped	guided	guided
helps	wisconsin,	wisconsin,
raised	dennis	dennis
raise	examine	examine
raises	care	care
raise	!	!
raised	!	!
raises	wisconsin,	wisconsin,
began	7.	7.
begin	nbc	nbc
begins	sort	sort
begin	slightly	slightly
began	adams	adams
begins	embarked	embarked
built	city.	city.
build	resumed	resumed
builds	1925,	1925,
build	!	!
built	!	!
builds	width	width
recognized	australian	australian
recognize	examine	examine
recognizes	raw	cited
recognize	morning	morning
recognized	guide	europe,
recognizes	wisconsin,	wisconsin,
knew	die	die
know	...	...
knows	chocolate	chocolate
know	truly	truly
knew	evolutionary	evolutionary
knows	things	things
made	injury.	injury.
make	institutes	institutes
makes	1993)	1993)
make	truly	truly
made	concerns	concerns
makes	airways	develops
included	devoted	devoted
include	burton	burton
includes	substance	substance
include	copies	copies
included	appeared	appeared
includes	arthur	arthur
avoided	1982	1982
avoid	clay	clay
avoids	1982	1982
avoid	!	!
avoided	!	!
avoids	surfaces	surfaces
reduced	60%	60%
reduce	nest	nest
reduces	toxic	toxic
reduce	boost	boost
reduced	concerns	concerns
reduces	easily	easily
met	locked	locked
meet	forth	coordinate
meets	regulated	regulated
meet	honored	honored
met	fifteen	fifteen
meets	quotes	quotes
needed	talking	talking
need	failure	failure
needs	water	water
need	concentrate	concentrate
needed	stayed	stayed
needs	intent	is,
liked	alma	alma
like	remarked	remarked
likes	overcome	overcome
like	ellen	ellen
liked	all-star	tampa
likes	leaves,	leaves,
reduced	power.	send
reduce	nevertheless	nevertheless
reduces	regulated	regulated
reduce	nitrogen	nitrogen
reduced	vacuum	vacuum
reduces	newer	newer
served	trips	alma
serve	recipient	recipient
serves	regulated	regulated
serve	encompasses	encompasses
served	delaware	delaware
serves	ii,	ii,
made	mistake	matt
make	scotland	scotland
makes	personality	personality
make	conception	conception
made	says	says
makes	personality	personality
used	artist.	henri
use	differential	differential
uses	specialized	specialized
use	stored	leaves.
used	greek	greek
uses	processing	processing
saved	stolen	stolen
save	firmly	firmly
saves	posthumously	posthumously
save	score.	score.
saved	quarterback	quarterback
saves	engage	engage
took	morning,	morning,
take	feast	feast
takes	personality	tract
take	ratio	ratio
took	runway	runway
takes	personality	personality
found	rings	rings
find	identify	identify
finds	constantly	constantly
find	together.	together.
found	knows	knows
finds	calcium	personality
knew	stone"	stone"
know	friend	friend
knows	loses	loses
know	chemistry	chemistry
knew	rational	era.
knows	dreams	dreams
proved	derivative	derivative
prove	1965	1965
proves	loses	loses
prove	!	!
proved	!	!
proves	treasure	dreams
joined	commenced	commenced
join	join	join
joins	loses	loses
join	trail	trail
joined	foster	foster
joins	sister	sister
opened	expansion	expansion
open	midway	midway
opens	loses	loses
open	elsewhere.	elsewhere.
opened	1927.	1927.
opens	approached	four.
went	ingredients	ingredients
go	should	should
goes	loses	loses
go	1982.	1982.
went	1982.	1982.
goes	tasked	commodore
returned	emerge	emerge
return	barcelona	barcelona
returns	him	him
return	decides	decides
returned	assists	assists
returns	enrolled	enrolled
discussed	capabilities	capabilities
discuss	eminent	eminent
discusses	crime.	cognitive
discuss	network's	network's
discussed	sympathetic	v.
discusses	stark	stark
wanted	systematic	supplement
want	angela	angela
wants	dinner	dinner
want	night.	night.
wanted	sample	sample
wants	arrives	stark
sought	statewide	statewide
seek	orchestra.	orchestra.
seeks	murder,	murder,
seek	typically	typically
sought	depot	depot
seeks	political	political
reduced	applications.	applications.
reduce	easily	levels
reduces	procedure	procedure
reduce	block	block
reduced	block	block
reduces	cool	cool
called	45	hampton
call	encoded	encoded
calls	charging	charging
call	milan	milan
called	1972	1972
calls	encoded	encoded
felt	deal	london's
feel	"so	"so
feels	trouble	trouble
feel	remarked	remarked
felt	comfortable	comfortable
feels	debt	debt
discussed	visits	visits
discuss	bush	bright
discusses	trade.	trade.
discuss	laws.	laws.
discussed	margaret	margaret
discusses	crosses	crosses
thought	freestyle	freestyle
think	tribute	rock,
thinks	trouble	trouble
think	wished	laws.
thought	colts	colts
thinks	crosses	crosses
followed	slower	slower
follow	ahead	bright
follows	collect	collect
follow	resided	resided
followed	grid	grid
follows	crosses	crosses
considered	confusion	confusion
consider	difference	difference
considers	differ	differ
consider	historians	historians
considered	explicit	explicit
considers	tries	tries
started	reformed	reformed
start	quarterly	quarterly
starts	framed	framed
start	eat	eat
started	things	things
starts	worlds	worlds
was	confusion	confusion
be	die	die
is	questions	questions
be	editions	constituent
was	south-eastern	south-eastern
is	20	20
decided	refused	refused
decide	"it	"it
decides	telling	telling
decide	loves	"so
decided	finally	finally
decides	"it	"it
gave	persuaded	confusion
give	2006	quarterly
gives	telling	telling
give	eat	eat
gave	provisional	provisional
gives	tries	tries
reached	wingspan	1908
reach	singles,	singles,
reaches	avoiding	avoiding
reach	arm	arm
reached	newfoundland	newfoundland
reaches	singles,	nashville
lived	ballet	ballet
live	rented	rented
lives	130	130
live	serving	serving
lived	african-american	african-american
lives	joshua	joshua
required	accounting	accounting
require	bypass	bypass
requires	exhaust	cells.
require	encouraged	encouraged
required	decoration	decoration
requires	humans	humans
celebrated	rapper	rapper
celebrate	conferred	literally
celebrates	walk	walk
celebrate	!	!
celebrated	!	!
celebrates	joshua	attraction
ended	formally	formally
end	maxwell	maxwell
ends	hamlet	hamlet
end	direction,	connecticut
ended	1923	1923
ends	apparent	apparent
raised	mentions	mentions
raise	realizing	realizing
raises	emily	emily
raise	!	!
raised	!	!
raises	accepts	accepts
seemed	originated	originated
seem	liberals	liberals
seems	realizes	lacks
seem	ruins	ruins
seemed	result.	result.
seems	luck	luck
required	originated	destroyed.
require	educate	educate
requires	measure	measure
require	respective	respective
required	valve	valve
requires	sends	sends
showed	show's	show's
show	ability	ability
shows	spectacular	spectacular
show	accompanying	accompanying
showed	accompanying	accompanying
shows	hydrogen	steadily
served	restaurants	restaurants
serve	openly	openly
serves	restaurants	restaurants
serve	department,	department,
served	subdivision	subdivision
serves	health,	health,
reached	apply	apply
reach	single,	forests
reaches	0	0
reach	hence,	hence,
reached	globe	globe
reaches	45	45
tried	collapsed	collapsed
try	regain	regain
tries	positive	positive
try	sleep	sleep
tried	convince	sleep
tries	twenty	twenty
prevented	cooking	cooking
prevent	speed,	speed,
prevents	talking	talking
prevent	!	!
prevented	!	!
prevents	determination	determination
became	arizona,	arizona,
become	pursue	pursue
becomes	young,	young,
become	hamlet	hamlet
became	nature.	nature.
becomes	accounting	accounting
turned	25,	tin
turn	injury,	injury,
turns	talking	talking
turn	terminus	terminus
turned	backed	backed
turns	jump	jump
determined	settlement	settlement
determine	helps	helps
determines	applies	applies
determine	!	!
determined	!	!
determines	wishes	wishes
started	bulls	bulls
start	munich	munich
starts	her.	dodgers
start	need	need
started	china.	china.
starts	exeter	exeter
kept	injury.	act,
keep	museum	museum
keeps	says	says
keep	typically	typically
kept	galaxy	galaxy
keeps	arrives	dismissed
served	lines,	lines,
serve	paris,	paris,
serves	agrees	agrees
serve	raised	raised
served	northwestern	northwestern
serves	exeter	exeter
said	towns	towns
say	liked	liked
says	applies	applies
say	:	:
said	word	word
says	tells	tells
eliminated	raja	raja
eliminate	waste	racial
eliminates	parker	teach
eliminate	!	!
eliminated	!	!
eliminates	cleveland	cleveland
asked	ministers	ministers
ask	wrote:	wrote:
asks	kane	kane
ask	realize	realize
asked	(footballer)	(footballer)
asks	stress	stress
got	medal.	medal.
get	catch	catch
gets	entrance	entrance
get	jail	jail
got	leader.	leader.
gets	fare	fare
led	debuted	single.
lead	light	light
leads	cloud	cloud
lead	realize	develop
led	pick	pick
leads	light	light
followed	rough	rough
follow	b,	b,
follows	informal	1989.
follow	starring	starring
followed	starring	starring
follows	mary's	mary's
increased	improve	improve
increase	decrease	decrease
increases	sleep	sleep
increase	decrease	decrease
increased	required.	fatal
increases	load	load
met	1920.	1920.
meet	all-star	all-star
meets	km	km
meet	mission.	mission.
met	delegates	delegates
meets	south,	south,
became	relocated	relocated
become	doing	doing
becomes	milk	milk
become	front	front
became	fatal	fatal
becomes	south,	south,
followed	relocated	relocated
follow	(who	(who
follows	shaped	shaped
follow	experiments	experiments
followed	rough	rough
follows	trunk	trunk
showed	show's	show's
show	5%	5%
shows	life"	suburb
show	mission.	mission.
showed	show"	show"
shows	placement	placement
looked	aired	aired
look	possibility	possibility
looks	violence.	violence.
look	sealed	sealed
looked	slovenia.	slovenia.
looks	variables	earth,
produced	cycle	cycle
produce	premium	premium
produces	radial	radial
produce	content.	content.
produced	uranium	uranium
produces	cruise	cruise
brought	1991	1991
bring	settle	settle
brings	unique	unique
bring	communication,	down.
brought	significant	significant
brings	settle	present
needed	certain	certain
need	we're	we're
needs	unique	unique
need	delivering	parent
needed	1969.	1969.
needs	request	request
learned	layout	layout
learn	educate	control,
learns	mate	mate
learn	"how	"how
learned	local	local
learns	pleased	pleased
made	1916.	1916.
make	automatically	automatically
makes	portions	portions
make	never	never
made	yielded	yielded
makes	automatically	automatically
sent	control.	control.
send	infamous	infamous
sends	respond	respond
send	decides	decides
sent	maxwell	maxwell
sends	kerry	kerry
received	1916.	1916.
receive	reviews.	reviews.
receives	du	nacional
receive	got	got
received	gun	got
receives	kerry	kerry
had	broadcasts	broadcasts
have	persuaded	persuaded
has	nacional	nacional
have	cause	cause
had	1930.	1930.
has	blind	blind
liked	contained	contained
like	loves	loves
likes	mixture	mixture
like	willis	willis
liked	releases	releases
likes	he's	reads
provided	relied	relied
provide	collecting	collecting
provides	punishment	punishment
provide	monthly	defunct
provided	available.	exclusively
provides	angel	angel
continued	coordinated	nations.
continue	lakes	lakes
continues	discovering	discovering
continue	i've	i've
continued	extreme	utilize
continues	angel	angel
promoted	expand	expand
promote	rank	rank
promotes	five-year	five-year
promote	classes,	classes,
promoted	structured	structured
promotes	rank	rank
changed	experiencing	experiencing
change	leader	leader
changes	beneath	beneath
change	matter.	matter.
changed	portugal.	portugal.
changes	becomes	becomes
found	deaf	deaf
find	country.	country.
finds	angel	angel
find	i've	i've
found	1912.	1912.
finds	angel	destroying
proved	shoot	shoot
prove	strength	strength
proves	shoot	shoot
prove	!	!
proved	!	!
proves	developed	developed
eliminated	able	formula
eliminate	transit	transit
