rougher	easier	easier
see	lodge	lodge
saw	began	began
sees	sees	sees
left	flee	left
leave	secure	secure
leaves	leaves	leaves
leave	shoot	shoot
left	part.	part.
leaves	provides	provides
eliminated	relegated	relegated
eliminate	overcome	maya
eliminates	argues	forth
eliminate	!	!
eliminated	!	!
eliminates	moral	moral
decided	appointed	appointed
decide	wanted	educate
decides	relies	relies
decide	decide	decide
decided	decided	decided
decides	does	does
preserved	closely	closely
preserve	enhance	gather
preserves	rome.	rome.
preserve	!	!
preserved	!	!
preserves	represents	represents
led	lead.	lead.
lead	regulate	regulate
leads	out:	out:
lead	revive	replace
led	relegated	relegated
leads	resulted	resulted
extended	extends	extends
extend	shortened	shortened
extends	extends	extends
extend	rough	rough
extended	lasted	lasted
extends	shortened	shortened
came	came	came
come	come	come
comes	came	came
come	come	come
came	came	came
comes	comes	comes
received	received	received
receive	receiving	receiving
receives	applies	applies
receive	received	received
received	received	received
receives	earned	earned
started	started	began
start	begun	begun
starts	starts	starts
start	start	start
started	started	started
starts	starts	starts
recognized	recognizes	recognizes
recognize	recognised	recognised
recognizes	recognizes	applies
recognize	fulfill	fulfill
recognized	retains	retains
recognizes	universities,	universities,
increased	increased	varies
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	worked	worked
increases	unprecedented	unprecedented
proved	proven	proven
prove	bombing	bombing
proves	theories	theories
prove	!	!
proved	!	!
proves	analysis	analysis
raised	actor,	actor,
raise	raising	raising
raises	retain	retain
raise	!	!
raised	!	!
raises	research,	research,
determined	assess	assess
determine	report	report
determines	assess	assess
determine	!	!
determined	!	!
determines	observations	mechanisms
became	became	became
become	become	become
becomes	became	became
become	became	become
became	became	became
becomes	become	become
resolved	victorious	victorious
resolve	solve	solve
resolves	!	!
resolve	solve	solve
resolved	expelled	expelled
resolves	!	!
won	winning	winning
win	realize	realize
wins	!	!
win	finish	finish
won	trailing	trailing
wins	!	!
joined	retired	retired
join	join	join
joins	!	!
join	confront	confront
joined	shoots	shoots
joins	!	!
saw	retired	retired
see	realize	realize
sees	!	!
see	explains	explains
saw	hears	hears
sees	!	!
developed	traded	traded
develop	develop	develop
develops	!	!
develop	integrate	integrate
developed	overcome	environmental
develops	!	!
tried	tried	tried
try	attempts	attempts
tries	threatens	threatens
try	trying	trying
tried	trying	trying
tries	attempts	attempts
looked	looked	looked
look	look	look
looks	feels	feels
look	look	look
looked	looked	looked
looks	looks	attempts
determined	returned	returned
determine	nerve	holes
determines	observe	observe
determine	!	!
determined	!	!
determines	calculated	calculated
took	took	took
take	take	take
takes	took	took
take	took	took
took	took	took
takes	takes	takes
said	said.	insisted
say	recall	recall
says	insisted	insisted
say	stated:	life"
said	believes	admired
says	remarked	remarked
lived	concert	room
live	resided	educate
lives	concert	concert
live	living	showcase
lived	life	life
lives	resided	resided
paid	paid	paid
pay	educate	educate
pays	receive	receive
pay	à	à
paid	paid	paid
pays	package	package
raised	rented	rented
raise	educate	educate
raises	upgrade	upgrade
raise	!	!
raised	!	!
raises	educate	educate
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	finds	finds
find	endemic	endemic
finds	discover	discover
find	find	find
found	kidnapped	kidnapped
finds	endemic	endemic
produced	produced	produced
produce	produce	produce
produces	!	!
produce	produce	produce
produced	purchased	purchased
produces	!	!
opened	open,	covered
open	settle	settle
opens	!	!
open	drink	drink
opened	purchased	purchased
opens	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	remained	resources
remained	remained	remained
remains	!	!
ensured	emphasized	concerned
ensure	afford	afford
ensures	!	!
ensure	sell	sell
ensured	purchased	purchased
ensures	!	!
said	quoted	quoted
say	want	want
says	!	!
say	drink	drink
said	purchased	purchased
says	!	!
won	wins	wins
win	win	win
wins	!	!
win	activities,	activities,
won	victories	sustained
wins	!	!
joined	appointment	appointment
join	rejoined	rejoined
joins	!	!
join	confront	confront
joined	protective	protective
joins	!	!
remained	remained	basal
remain	keep	keep
remains	!	!
remain	exposed	exposed
remained	exposed	exposed
remains	!	!
showed	shows	shows
show	reveal	reveal
shows	!	!
show	activities,	activities,
showed	exposed	exposed
shows	!	!
reduced	beneficial	difficulty
reduce	reduce	reduce
reduces	!	!
reduce	reduce	enhance
reduced	protective	protective
reduces	!	!
won	wins	wins
win	win	win
wins	!	!
win	desperate	desperate
won	artifacts	artifacts
wins	!	!
paid	fees	point,
pay	guarantee	guarantee
pays	!	!
pay	healing	healing
paid	sound,	particular
pays	!	!
gave	posted	posted
give	gives	gives
gives	!	!
give	makes	function,
gave	kept	kept
gives	!	!
saved	marathon	marathon
save	save	save
saves	!	!
save	visits	visits
saved	kept	kept
saves	!	!
changed	changes	changes
change	change	change
changes	!	!
change	change	change
changed	mechanisms	mechanisms
changes	!	!
stayed	back	residency
stay	get	get
stays	wins	wins
stay	calm	calm
stayed	late	late
stays	tourists	tourists
joined	admitted	admitted
join	join	tv
joins	joins	joins
join	arrive	unsuccessfully
joined	fought	fought
joins	rejoined	joins
created	created	created
create	create	create
creates	build	build
create	impose	impose
created	criticized	criticized
creates	composed	holes
ran	runs	runs
run	pull	pull
runs	runs	runs
run	ran	unsuccessfully
ran	ran	established
runs	runs	runs
found	discovers	discovers
find	find	find
finds	finds	finds
find	find	find
found	hears	hears
finds	finds	inscriptions
proved	proven	proven
prove	satisfy	satisfy
proves	decisive	decisive
prove	!	!
proved	!	!
proves	tell	tell
produced	produced	produced
produce	produce	produce
produces	produced	produced
produce	produce	produce
produced	produced	pump
produces	co-wrote	co-wrote
eliminated	eliminated	eliminated
eliminate	extra	extra
eliminates	manages	manages
eliminate	!	!
eliminated	!	!
eliminates	(footballer)	(footballer)
studied	studies	study.
study	b.a.	b.a.
studies	teaches	teaches
study	studies,	studies,
studied	surgical	surgical
studies	educated	graduating
accommodated	deemed	connected
accommodate	!	!
accommodates	handle	inmates
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	mentioned	mentioned
happen	happen	communicate
happens	!	!
happen	happen	happen
happened	happen	happen
happens	!	!
accommodated	civic	civic
accommodate	!	!
accommodates	!	!
accommodate	resist	resist
accommodated	suffer	suffer
accommodates	!	!
worked	work,	work,
work	studied	studied
works	!	!
work	works.	surgery
worked	works.	material
works	!	!
reduced	limiting	affected
reduce	reduce	reduce
reduces	!	!
reduce	reduce	enhance
reduced	timing	timing
reduces	!	!
turned	clause	skull
turn	owing	owing
turns	!	!
turn	enhance	enhance
turned	serious	serious
turns	!	!
raised	shifted	partnered
raise	raise	raise
raises	visits	visits
raise	!	!
raised	!	!
raises	raising	raising
returned	returned	returned
return	return	return
returns	visits	visits
return	adopt	adopt
returned	shifted	shifted
returns	return	return
told	told	told
tell	suspect	rumors
tells	tells	tells
tell	informs	want
told	told	told
tells	rumors	rumors
saved	protect	protect
save	strike	strike
saves	visits	visits
save	assists	assists
saved	married	married
saves	mechanisms	mechanisms
followed	expanded	expanded
follow	loss.	loss.
follows	structures,	structures,
follow	follow	follow
followed	dubbed	dubbed
follows	gradual	gradual
produced	began	produced
produce	produced,	contain
produces	puts	puts
produce	tear	tear
produced	founded	founded
produces	produced,	produced,
proved	began	begun
prove	considered	considered
proves	fails	fails
prove	!	!
proved	!	!
proves	cool	cool
met	began	begun
meet	meet	meet
meets	begins	meets
meet	meet	meet
met	renamed	renamed
meets	meets	meets
used	used	used
use	shortage	shortage
uses	use.	use.
use	using	using
used	using	using
uses	impossible	impossible
became	became	became
become	becoming	becoming
becomes	becomes	becomes
become	became	become
became	became	became
becomes	becomes	becomes
proved	declared	declared
prove	utilize	utilize
proves	object	object
prove	!	!
proved	!	!
proves	proven	prove
brought	bringing	bringing
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	bring	stretch
brings	placed	fake
determined	determining	determining
determine	hypothesis	hypothesis
determines	determining	determining
determine	!	!
determined	!	!
determines	factor	factor
decided	leave.	leave.
decide	decides	decides
decides	decides	decides
decide	manages	manages
decided	decided	returned
decides	decides	decides
followed	followed	followed
follow	follow	follow
follows	followed	followed
follow	stretch	stretch
followed	stretch	stretch
follows	lanka.	implemented
resolved	surrendered	surrendered
resolve	impose	impose
resolves	supports	literacy
resolve	!	!
resolved	!	!
resolves	leads	leads
won	won	won
win	win	win
wins	3–1	3–1
win	win	win
won	win	win
wins	competes	competes
bought	bought	leased
buy	buy	buy
buys	afford	afford
buy	!	!
bought	!	!
buys	publishes	publishes
studied	studies	taught
study	studying	studying
studies	research,	research,
study	study	study
studied	study	study
studies	studying	studying
liked	leased	driven
like	remember	remember
likes	loves	including
like	confused	confused
liked	billion.	billion.
likes	loves	loves
eliminated	perceived	perceived
eliminate	trailing	trailing
eliminates	solve	communities.
eliminate	!	!
eliminated	!	!
eliminates	flies	question
led	leading	bob
lead	prompted	employ
leads	show",	show",
lead	led	led
led	led	led
leads	leads	leads
ended	knocked	knocked
end	goal	goal
ends	end.	26,
end	face	face
ended	stood	stood
ends	increases	increases
saved	bob	bob
save	save	save
saves	amanda	amanda
save	spend	spend
saved	awarded	awarded
saves	stolen	couples
served	served	served
serve	serving	serving
serves	serves	serves
serve	served	served
served	served	served
serves	serves	serves
lived	dvd	recorded
live	resided	reside
lives	concert	concert
live	lives.	lives.
lived	living	published.
lives	resided	resided
went	went	went
go	go	go
goes	went	went
go	go	go
went	went	uncle
goes	fell	fell
decided	decided	decided
decide	decides	persuade
decides	sends	sends
decide	decided	decided
decided	decided	decided
decides	decides	decides
understood	[...]	[...]
understand	persuade	persuade
understands	know	know
understand	!	!
understood	!	!
understands	distinguish	distinguish
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
stayed	stayed	stayed
stay	occupy	occupy
stays	gets	gets
stay	communicate	communicate
stayed	found	found
stays	remained	remained
helped	assistance	assistance
help	helps	helps
helps	helps	helps
help	help	help
helped	help	help
helps	helps	helps
seemed	wanted	wanted
seem	seem	seem
seems	doesn't	doesn't
seem	appears	appears
seemed	seemed	seemed
seems	doesn't	doesn't
kept	kept	kept
keep	keep	keep
keeps	kept	kept
keep	bring	problem,
kept	excluded	excluded
keeps	keeps	keeps
said	said	said
say	forget	forget
says	wrote	wrote
say	forget	forget
said	stated:	stated:
says	says	says
allowed	allows	allows
allow	appoint	appoint
allows	provides	provides
allow	allow	allow
allowed	permitted	permitted
allows	enables	enables
came	came	came
come	come	comes
comes	came	came
come	get	get
came	came	came
comes	comes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	dirt	tone
remained	decommissioned	decommissioned
remains	remains	remains
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
avoided	contested	contested
avoid	suffer	suffer
avoids	another,	another,
avoid	!	!
avoided	!	!
avoids	suffer	suffer
earned	earned	rushing
earn	earn	earn
earns	get	get
earn	!	!
earned	!	!
earns	earning	earning
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remained	remained
remained	remained	remained
remains	became	became
studied	research	research
study	studying	studying
studies	faction	faction
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
promoted	fundraising	fundraising
promote	facilitate	facilitate
promotes	fundraising	fundraising
promote	promote	promote
promoted	reflected	reflected
promotes	facilitate	facilitate
took	took	took
take	take	take
takes	took	took
take	took	sit
took	took	took
takes	takes	takes
increased	increased	increased
increase	increase	decrease
increases	increases	increases
increase	increase	increase
increased	increase	increase
increases	decreased	decreased
included	included	included
include	include	include
includes	included	included
include	contains	contains
included	contains	lasted
includes	include	include
saved	protect	protect
save	overthrow	overthrow
saves	saving	saving
save	change	change
saved	departed	undefeated
saves	saving	saving
ran	transferred	transferred
run	runs	run
runs	runs	runs
run	run	run
ran	runs,	runs,
runs	runs	rises
said	said	replied
say	remarked	remarked
says	assumes	assumes
say	forget	thus,
said	decides	decides
says	said,	said,
joined	pursue	leave.
join	rejoined	entered
joins	emigrated	emigrated
join	(like	(like
joined	raced	too,
joins	joins	joins
built	construct	upgrade
build	constructed	constructed
builds	construct	construct
build	!	!
built	!	!
builds	constructed	constructed
studied	studies	magnus
study	studying	ph.d.
studies	study,	trial,
study	studies,	studies,
studied	studies.	studies.
studies	studying	studying
happened	wished	wished
happen	happen	happen
happens	you,	you,
happen	unlike	unlike
happened	wanted	wanted
happens	happens	happens
found	discover	discover
find	category	category
finds	confront	confront
find	find	find
found	realizes	realizes
finds	chef	subfamily
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	commemorate	commemorate
celebrate	!	!
celebrated	!	!
celebrates	celebrate	celebrate
learned	accessed	accessed
learn	learn	learn
learns	informs	informs
learn	resist	resist
learned	recognised	peggy
learns	informs	informs
kept	kept	kept
keep	keep	keep
keeps	kept	kept
keep	europe,	europe,
kept	europe,	europe,
keeps	keeps	keeps
found	evaluated	evaluated
find	find	find
finds	discovers	discovers
find	leaves	leaves
found	cultivated	cultivated
finds	finds	finds
earned	get	get
earn	earning	earning
earns	qualify	qualify
earn	!	!
earned	!	!
earns	batted	batted
became	became	became
become	become	become
becomes	became	became
become	became	giving
became	explaining	explaining
becomes	become	become
liked	precursor	precursor
like	remember	remember
likes	time"	time"
like	chef	kentucky,
liked	pleased	pleased
likes	admired	admired
sought	pursue	attempted
seek	seeking	unexpected
seeks	seeks	seeks
seek	enables	enables
sought	aims	aims
seeks	seeking	seeking
avoided	subjected	subjected
avoid	arise	arise
avoids	justin	justin
avoid	!	!
avoided	!	!
avoids	ignored	ignored
produced	produced	produced
produce	lead,	lead,
produces	distribute	distribute
produce	hip-hop	hip-hop
produced	produced	produced
produces	develops	develops
prevented	persuade	persuade
prevent	lead,	recovery
prevents	prevents	prevents
prevent	ages,	ages,
prevented	prompted	prompted
prevents	prevents	prevents
asked	urged	urged
ask	lead,	guitar,
asks	forget	forget
ask	asked	asked
asked	asked	asked
asks	asks	asks
determined	assess	assess
determine	lead,	evaluated
determines	discover	discover
determine	!	!
determined	!	!
determines	can't	can't
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
resolved	witnessed	witnessed
resolve	renovations	renovations
resolves	allows	spinal
resolve	!	!
resolved	!	!
resolves	fact,	fact,
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	peaked	peaked
provides	provides	provides
began	began	commenced
begin	started	begins
begins	starts	starts
begin	began	began
began	began	began
begins	begins	begins
went	gone	carried
go	go	go
goes	goes	goes
go	go	get
went	went	gone
goes	goes	goes
served	served	served
serve	serving	serve
serves	serves	serves
serve	serve	attract
served	served	served
serves	serving	serving
did	did	doing
do	does	does
does	!	!
do	enhance	enhance
did	did	did
does	!	!
lived	dvd	dvd
live	reside	reside
lives	!	!
live	enhance	enhance
lived	life	trained
lives	!	!
prevented	prevented	prevented
prevent	prevent	prevent
prevents	!	!
prevent	enhance	enhance
prevented	allows	observing
prevents	!	!
became	became	became
become	become	becoming
becomes	!	!
become	enhance	enhance
became	observing	observing
becomes	!	!
ended	outbreak	"king
end	resume	resume
ends	!	!
end	enhance	enhance
ended	begins	observing
ends	!	!
left	flee	flee
leave	leaving	leaving
leaves	leaves	leaves
leave	escapes	escapes
left	leave	leave
leaves	leaving	leaving
considered	solved	solved
consider	deemed	deemed
considers	allows	assumes
consider	understand	understand
considered	successful,	successful,
considers	deemed	deemed
saw	seeing	seeing
see	see	see
sees	describes	seeing
see	try	try
saw	successful,	successful,
sees	took	took
saved	saved	saved
save	save	save
saves	saves	saves
save	22nd	22nd
saved	handled	handled
saves	arrives	arrives
said	not,	not,
say	believed	tell
says	assumes	assumes
say	understand	understand
said	talked	talked
says	remarked	remarked
proved	proven	proven
prove	prove	prove
proves	!	!
prove	assess	assess
proved	calculated	calculated
proves	!	!
sent	sent	aided
send	send	allegiance
sends	!	!
send	evaluate	define
sent	dispatched	dispatched
sends	!	!
created	created	created
create	create	create
creates	!	!
create	determining	determining
created	induced	induced
creates	!	!
met	delayed	delayed
meet	meet	meet
meets	!	!
meet	determining	determining
met	goes	permitted
meets	!	!
showed	show,	show,
show	showing	showing
shows	!	!
show	show	show
showed	show	show
shows	!	!
made	impossible	impossible
make	make	make
makes	hear	hear
make	make	make
made	planned	planned
makes	makes	makes
protected	vulnerable	manufactured
protect	protect	statues
protects	retreated	retreated
protect	!	!
protected	!	!
protects	involves	names.
included	included	included
include	include	includes
includes	included	contains
include	include	include
included	included	included
includes	includes	includes
decided	able	able
decide	decides	decides
decides	determine	determine
decide	able	able
decided	able	able
decides	decides	decides
ended	edge	edge
end	ending	ending
ends	edge	edge
end	begins	dug
ended	begins	dug
ends	ending	ending
extended	extended	extended
extend	reach	extend
extends	!	!
extend	makes	access
extended	received	received
extends	!	!
went	went	told
go	go	seize
goes	!	!
go	get	get
went	went	puts
goes	!	!
liked	departed	departed
like	prepare	prepare
likes	!	!
like	struggles	desperate
liked	encouraged	trained
likes	!	!
served	served	served
serve	serve	serve
serves	!	!
serve	teaches	teaches
served	received	received
serves	!	!
changed	changes	changes
change	switch	switch
changes	!	!
change	change	change
changed	change	change
changes	!	!
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	stayed	returned
returns	moved	moved
learned	knows	knows
learn	teach	demonstrate
learns	learned	learned
learn	reveals	reveals
learned	reveals	reveals
learns	compositions	compositions
thought	thinks	that's
think	believed	realize
thinks	afraid	thought
think	forget	forget
thought	believes	believes
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	knows	knows
understand	identify	identify
understands	know	really
understand	!	!
understood	!	!
understands	evidence	evidence
sent	!	!
send	handle	handle
sends	!	!
send	satisfy	satisfy
sent	invites	invites
sends	dispatched	dispatched
needed	!	!
need	wishing	wishing
needs	!	!
need	satisfy	wishing
needed	requirements	requirements
needs	required	required
preserved	!	!
preserve	exhaust	exhaust
preserves	!	!
preserve	handle	handle
preserved	!	!
preserves	stored	stored
developed	!	!
develop	powered	powered
develops	!	!
develop	exhaust	exhaust
developed	promotes	promotes
develops	created	created
served	!	!
serve	serve	serve
serves	!	!
serve	serve	serve
served	served	served
serves	serving	serving
protected	trapped	trapped
protect	protect	protect
protects	!	!
protect	raising	raising
protected	raising	raising
protects	!	!
required	involve	involve
require	requires	requires
requires	!	!
require	require	require
required	require	require
requires	!	!
happened	reprinted	reprinted
happen	gather	gather
happens	!	!
happen	treat	treat
happened	persistent	persistent
happens	!	!
saved	threatens	failed
save	save	save
saves	!	!
save	visits	visits
saved	raising	raising
saves	!	!
understood	learned	learned
understand	understand	understand
understands	!	!
understand	raising	raising
understood	raising	raising
understands	!	!
brought	brought	brought
bring	bring	bring
brings	settle	settle
bring	abolition	unemployment
brought	brought	brought
brings	bringing	bringing
led	began	began
lead	leads	leads
leads	lead,	lead,
lead	persuade	persuade
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	settle	settle
seek	push	push
seeks	settle	settle
seek	seek	seek
sought	embarked	embarked
seeks	attempting	attempting
said	insisted	insisted
say	remarked	push
says	begins	begins
say	stated:	stated:
said	stated:	stated:
says	told	told
looked	looking	looking
look	look	look
looks	looking	looking
look	strong,	strong,
looked	worked	worked
looks	look	look
resolved	overcome	solved
resolve	be	petition
resolves	demonstrates	demonstrates
resolve	!	!
resolved	!	!
resolves	rebels	rebels
returned	returned	returned
return	return	return
returns	returned	returns
return	flee	flee
returned	returned	returned
returns	opted	opted
used	use.	use.
use	provide	resemble
uses	reads	reads
use	using	using
used	used	used
uses	uses	uses
offered	attended	attended
offer	provide	provide
offers	offers	offers
offer	offer	offer
offered	provided	provided
offers	offers	offers
believed	believed	told
believe	feel	feel
believes	tries	tries
believe	speculated	speculated
believed	told	told
believes	thinks	thinks
felt	feels	feels
feel	feel	feel
feels	feels	feels
feel	feel	constantly
felt	pleased	pleased
feels	feels	feels
determined	determining	determining
determine	hypothesis	hypothesis
determines	tends	tends
determine	!	!
determined	!	!
determines	hypothesis	hypothesis
gave	given	given
give	gives	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	don't	don't
think	feel	feel
thinks	thinks	thinks
think	admit	innocent
thought	told	told
thinks	thinks	thinks
came	came	came
come	fell	fell
comes	comes	comes
come	came	came
came	came	goes
comes	comes	comes
included	includes	includes
include	include	include
includes	includes	includes
include	comprises	comprises
included	comprises	comprises
includes	includes	includes
saved	saving	saving
save	revive	moth
saves	arrives	arrives
save	rebounds	rebounds
saved	challenged	challenged
saves	don’t	don’t
said	insisted	insisted
say	say	say
says	happens	happens
say	stated:	said
said	stated:	stated:
says	said,	said,
sought	seeking	seeking
seek	push	push
seeks	seeks	seeks
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
helped	helps	helps
help	pursue	pursue
helps	helps	helps
help	help	help
helped	help	items.
helps	helps	helps
received	received	received
receive	receive	receive
receives	enables	enables
receive	received	received
received	received	received
receives	receive	receive
came	came	came
come	come	come
comes	comes	comes
come	came	came
came	came	came
comes	comes	comes
got	getting	getting
get	get	get
gets	wants	wants
get	get	get
got	getting	hours,
gets	get	doesn't
told	asked	escorted
tell	tells	tells
tells	wants	wants
tell	informs	knew
told	knew	knew
tells	tells	tells
stopped	halted	halted
stop	start	blast
stops	endemic	endemic
stop	stop	stop
stopped	invited	prohibited
stops	shifts	shifts
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	becoming	becoming
become	become	become
becomes	became	became
become	became	increase
became	informed	informed
becomes	become	become
reduced	limiting	limiting
reduce	increase	increase
reduces	endemic	endemic
reduce	increase	increase
reduced	reduced	reduced
reduces	escapes	escapes
sought	chose	chose
seek	be.	be.
seeks	endemic	endemic
seek	abortion	abortion
sought	sought	sought
seeks	seeking	seeking
came	came	came
come	emigrated	emigrated
comes	!	!
come	overcome	seeks
came	goes	goes
comes	!	!
used	activation	activation
use	uses	uses
uses	!	!
use	using	using
used	using	using
uses	!	!
learned	pleased	pleased
learn	learn	learn
learns	!	!
learn	locate	locate
learned	refusal	refusal
learns	!	!
went	went	hanging
go	go	go
goes	!	!
go	go	go
went	agreed	agreed
goes	!	!
held	held	held
hold	holds	loses
holds	!	!
hold	fulfill	fulfill
held	negotiated	negotiated
holds	!	!
got	got	got
get	welcome	welcome
gets	gets	gets
get	got	got
got	there's	there's
gets	gets	gets
began	began	began
begin	started	started
begins	began	began
begin	starts	name.
began	titled	titled
begins	started	started
accepted	referred	referred
accept	copyright	copyright
accepts	accepts	qualified
accept	discovers	contest.
accepted	named	named
accepts	requests	requests
became	became	became
become	becoming	becoming
becomes	became	became
become	became	become
became	became	constitutes
becomes	becoming	becoming
discussed	"blue	album)
discuss	networks	networks
discusses	tries	tries
discuss	explores	involve
discussed	titled	titled
discusses	operas	operas
protected	found	found
protect	protect	protect
protects	protected	protected
protect	!	!
protected	!	!
protects	protect	protect
brought	brought	found
bring	came	came
brings	brought	guided
bring	bring	bring
brought	linked	linked
brings	came	came
started	course	course
start	began	began
starts	endurance	endurance
start	begin	begin
started	seen	seen
starts	began	began
eliminated	objective	objective
eliminate	persuade	persuade
eliminates	giovanni	giovanni
eliminate	!	!
eliminated	!	!
eliminates	waived	stripped
accommodated	programmes	programmes
accommodate	!	!
accommodates	patrol	patrol
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reached	reached
reach	reach	reach
reaches	experiences	experiences
reach	reach	reach
reached	reached	reached
reaches	generated	generated
knew	informs	informs
know	routine	routine
knows	informs	informs
know	listen	listen
knew	resided	remember
knows	afraid	contents
sent	immigrated	immigrated
send	sends	sends
sends	throws	doctrine
send	listen	listen
sent	gives	gives
sends	sends	sends
called	calls	calls
call	branded	branded
calls	lives.	life,
call	listen	listen
called	worked	worked
calls	delivers	delivers
worked	worked	worked
work	watch	watch
works	work.	life,
work	work	work
worked	worked	worked
works	aims	aims
earned	earned	earned
earn	earn	earn
earns	competes	competes
earn	!	!
earned	!	!
earns	takes	takes
protected	lawyer	lawyer
protect	beneficial	beneficial
protects	save	dies
protect	!	!
protected	!	!
protects	beneficial	beneficial
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meeting	meeting
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	takes
built	submitted	submitted
build	built,	built,
builds	destroy	destroy
build	!	!
built	!	!
builds	constructed	constructed
won	victory	victory
win	winning	winning
wins	wins	wins
win	win	win
won	win	win
wins	re-elected	re-elected
provided	provides	provides
provide	available	available
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
built	create	create
build	constructed	constructed
builds	construct	construct
build	!	!
built	!	!
builds	constructed	renovated
asked	said	acted
ask	listen	listen
asks	notices	notices
ask	listen	listen
asked	copied	copied
asks	decided	tells
thought	it’s	it’s
think	realize	realize
thinks	afraid	afraid
think	understand	understand
thought	thought	thought
thinks	thinks	thinks
resolved	failing	failing
resolve	abortion	abortion
resolves	continues	continues
resolve	!	!
resolved	!	!
resolves	likely	likely
offered	provides	provides
offer	offer	offer
offers	allows	allows
offer	offer	offer
offered	provides	provides
offers	offers	offers
had	had	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	strengthened	strengthened
avoid	suffer	arise
avoids	another,	another,
avoid	!	!
avoided	!	!
avoids	function	function
developed	establish	establish
develop	utilized	utilized
develops	continues	continues
develop	collect	collect
developed	sells	sells
develops	passed	passed
stayed	trip	trip
stay	resided	weeks,
stays	flee	flee
stay	spare	spare
stayed	remained	remained
stays	volunteered	volunteered
proved	proved	wealth
prove	proven	proven
proves	locate	locate
prove	!	!
proved	!	!
proves	acknowledged	acknowledged
brought	brought	brought
bring	bring	bring
brings	educate	educate
bring	commemorate	buy
brought	pulled	pulled
brings	bring	bring
liked	contrast	switched
like	hear	hear
likes	unlike	unlike
like	you,	you,
liked	tommy	tommy
likes	thinks	thinks
served	serves	serves
serve	serving	serving
serves	serves	serves
serve	served	served
served	served	wears
serves	serving	serving
supported	supporting	supporting
support	granting	granting
supports	!	!
support	sustain	sustain
supported	sustain	sustain
supports	!	!
called	thirteenth	thirteenth
call	named	named
calls	!	!
call	requests	requests
called	requests	requests
calls	!	!
got	got	got
get	get	get
gets	!	!
get	get	get
got	prove	prove
gets	!	!
told	forget	forget
tell	asked	asked
tells	!	!
tell	tell	tell
told	tell	tell
tells	!	!
learned	learned	learned
learn	learn	learn
learns	!	!
learn	admits	admits
learned	realizing	realizing
learns	!	!
left	visit	visit
leave	willing	willing
leaves	commit	commit
leave	grey	observatory
left	flowers	flowers
leaves	suspects	suspects
knew	divorced	divorced
know	aware	aware
knows	really	really
know	learn	recover
knew	sat	sat
knows	know	know
allowed	enable	enable
allow	willing	willing
allows	gives	gives
allow	allow	allow
allowed	enables	enables
allows	choose	choose
created	add	add
create	develops	saxon
creates	produce	produce
create	evaluation	evaluation
created	surveyed	surveyed
creates	develops	eternal
wanted	wanted	wanted
want	willing	willing
wants	wants	wanted
want	willing	willing
wanted	closed	able
wants	willing	willing
made	made	made
make	make	make
makes	!	!
make	encourages	encourages
made	made	made
makes	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	tradition.	customers
remained	remained	remained
remains	!	!
felt	pretty	pretty
feel	seem	seem
feels	!	!
feel	wished	wished
felt	realizing	trained
feels	!	!
discussed	commenced	commenced
discuss	discuss	discuss
discusses	!	!
discuss	regards	investigate
discussed	registry	registry
discusses	!	!
became	became	became
become	become	become
becomes	!	!
become	joins	aiming
became	became	joins
becomes	!	!
supported	supporting	supporting
support	emphasized	representatives.
supports	assistance	assistance
support	participates	appear
supported	interface	interface
supports	coordinated	representatives.
made	expand	expand
make	make	palace.
makes	buy	buy
make	require	require
made	gave	gave
makes	making	makes
asked	leave	leave
ask	advised	advised
asks	tell	tell
