rougher	drag	drag
woman's	!	!
woman	girl	girl
center's	!	!
center	girl	girl
nation's	!	!
nation	wife,	relations,
husband's	!	!
husband	wife,	wife,
artist's	!	!
artist	wife,	wife,
play's	!	!
play	wife,	wife,
game's	!	!
game	wife,	wife,
person's	!	!
person	medical	medical
world's	!	!
world	medical	medical
driver's	!	!
driver	hospital,	hospital,
jury's	!	!
jury	hospital,	hospital,
administration's	!	!
administration	hospital,	hospital,
bank's	!	!
bank	few	few
everyone's	!	!
everyone	few	few
area's	!	!
area	few	few
family's	!	!
family	family	family
team's	!	!
team	company's	company's
dollar's	commemorative	commemorative
dollar	!	!
weekend's	daytime	daytime
weekend	!	!
program's	programs	programs
program	!	!
school's	elementary	elementary
school	city	city
jury's	diego	diego
jury	!	!
husband's	!	!
husband	park,	park,
wife's	!	!
wife	park,	park,
network's	!	!
network	network	network
doctor's	!	!
doctor	park,	park,
team's	!	!
team	company's	company's
night's	afternoon	afternoon
night	!	!
baseball's	lacrosse	lacrosse
baseball	!	!
company's	company,	company,
company	mls	mls
book's	essays	essays
book	!	!
governor's	secretary	secretary
governor	coaching	coaching
child's	!	!
child	judge	judge
building's	!	!
building	judge	judge
bank's	!	!
bank	judge	judge
man's	!	!
man	person's	person's
life's	!	!
life	judge	judge
master's	!	!
master	life,	life,
project's	!	!
project	life.	life.
boy's	!	!
boy	life.	life.
attorney's	!	!
attorney	life.	life.
area's	!	!
area	life.	life.
council's	!	!
council	association.	association.
artist's	!	!
artist	association.	association.
doctor's	!	!
doctor	association.	association.
governor's	!	!
governor	association,	association,
book's	!	!
book	association.	association.
today's	!	!
today	provision	provision
system's	!	!
system	book,	book,
council's	!	!
council	book,	book,
state's	!	!
state	data	data
son's	!	!
son	book,	book,
museum's	non-families.	non-families.
museum	!	!
child's	game's	game's
child	!	!
family's	family.	family.
family	station,	cottage
band's	band,	band,
band	albums	albums
book's	weekly"	weekly"
book	!	!
council's	!	!
council	building,	building,
man's	!	!
man	developing	developing
everyone's	!	!
everyone	building,	building,
world's	!	!
world	building,	building,
market's	!	!
market	building,	building,
state's	!	!
state	autumn	autumn
month's	!	!
month	winter	winter
department's	!	!
department	winter	winter
family's	!	!
family	winter	winter
patient's	!	!
patient	winter	winter
husband's	!	!
husband	her	her
night's	!	!
night	respiratory	respiratory
club's	!	!
club	respiratory	medical
judge's	!	!
judge	respiratory	respiratory
town's	!	!
town	medical	medical
tonight's	!	!
tonight	defendant	victims
board's	!	!
board	defendant	victims
dollar's	!	!
dollar	defendant	victims
summer's	!	!
summer	defendant	victims
party's	!	!
party	party	party
hospital's	!	!
hospital	system,	system,
husband's	!	!
husband	systems	systems
woman's	!	!
woman	system,	system,
state's	!	!
state	systems	systems
show's	!	!
show	systems	systems
mayor's	!	!
mayor	anyone	anyone
agency's	!	!
agency	anyone	anyone
show's	!	!
show	film's	film's
station's	!	!
station	company's	company's
area's	!	!
area	anyone	anyone
building's	!	!
building	son	son
life's	!	!
life	son	son
company's	!	!
company	daughter,	daughter,
union's	!	!
union	son	son
school's	!	!
school	daughter,	homosexual
church's	church.	church's
church	substantial	substantial
author's	coach:	coach:
author	!	!
night's	thursday	thursday
night	!	!
driver's	coach:	coach:
driver	!	!
jury's	upheld	upheld
jury	!	!
district's	!	!
district	author.	author.
summer's	!	!
summer	writer	writer
state's	!	!
state	regulatory	regulatory
son's	!	!
son	writer	writer
everyone's	!	!
everyone	writer	writer
country's	!	!
country	woman	woman
board's	!	!
board	boy	boy
industry's	!	!
industry	boy	boy
mother's	!	!
mother	snake	snake
commission's	!	!
commission	boy	boy
nation's	!	!
nation	relations,	relations,
couple's	!	!
couple	tom	tom
project's	!	!
project	tom	tom
patient's	!	!
patient	tom	tom
family's	!	!
family	ralph	relations,
district's	!	!
district	weekday	company's
nation's	!	!
nation	panel	panel
station's	!	!
station	weekday	weekday
club's	!	!
club	company's	company's
son's	!	!
son	evening	evening
tonight's	!	!
tonight	lawyer	lawyer
country's	!	!
country	world's	world's
community's	!	!
community	lawyer	lawyer
father's	!	!
father	her	her
administration's	!	!
administration	lawyer	lawyer
mayor's	!	!
mayor	played	played
girl's	!	!
girl	played	played
community's	!	!
community	played	played
department's	!	!
department	played	played
family's	!	!
family	perform	perform
boy's	!	!
boy	afternoon	afternoon
film's	!	!
film	weekend	weekend
wife's	!	!
wife	afternoon	afternoon
family's	!	!
family	weekend	weekend
program's	!	!
program	afternoon	afternoon
region's	!	!
region	million	million
month's	!	!
month	million	million
bank's	!	!
bank	million	million
play's	!	!
play	million	million
union's	!	!
union	million	million
returned	returned	returned
return	moved	exported
returns	was	originates
return	lose	dramatically
returned	returned	returned
returns	moved	return
determined	is	is
determine	be.	be.
determines	is:	is:
determine	!	!
determined	!	!
determines	corresponds	corresponds
ensured	is	became
ensure	be.	be.
ensures	maintaining	includes
ensure	!	!
ensured	!	!
ensures	means	means
decided	became	became
decide	decide	decide
decides	competes	competes
decide	be.	be.
decided	decided	decided
decides	decides	decides
ended	is	is
end	ended,	reflected
ends	was	ends
end	be.	holes
ended	begins	begins
ends	ending	ending
supported	built	built
support	impose	impose
supports	support,	acceptance
support	provide	compete
supported	expelled	expelled
supports	informs	informs
raised	raised	raised
raise	raise	raise
raises	loves	loves
raise	!	!
raised	!	!
raises	philadelphia,	philadelphia,
opened	built	opened
open	settle	settle
opens	opens	oriented
open	merge	merge
opened	full-length	full-length
opens	philadelphia,	philadelphia,
continued	continued	continued
continue	continue	continue
continues	continues	continues
continue	continue	continue
continued	continued	continued
continues	continues	continues
studied	studies	research
study	teach	teach
studies	research	research
study	study	study
studied	study	study
studies	studying	studying
proved	proved	proved
prove	prove	prove
proves	resides	resides
prove	!	!
proved	!	!
proves	proven	proven
helped	helps	helps
help	helps	helps
helps	helps	helps
help	help	help
helped	help	help
helps	helps	helps
called	calls	accommodation
call	named	entitled
calls	calls	calls
call	call	call
called	call	suspect
calls	named	named
considered	retreated	retreated
consider	derive	derive
considers	defines	defines
consider	derive	derive
considered	suspect	suspect
considers	regarded	genuine
asked	asks	asks
ask	ask	ask
asks	asks	asks
ask	refuse	refuse
asked	suspect	suspect
asks	loves	loves
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provide	provide
eliminated	rejoined	rejoined
eliminate	emerge	emerge
eliminates	concludes	concludes
eliminate	!	!
eliminated	!	!
eliminates	expelled	expelled
thought	thinks	thinks
think	believed	realize
thinks	concludes	concludes
think	find	understand
thought	think	think
thinks	believed	characterized
showed	shows	shows
show	find	find
shows	shows	shows
show	show	show
showed	show	show
shows	facial	facial
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	sends	sends
pay	hire	hire
paid	hire	hire
pays	fees	fees
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	gave	purchased
buy	purchased	sold
buys	purchased	purchased
buy	!	!
bought	!	!
buys	purchased	purchased
sought	chose	chose
seek	seek	seek
seeks	seeks	seeks
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	owns	owns
produces	written	written
thought	thinks	thinks
think	believed	believed
thinks	thinks	it’s
think	think	hate
thought	think	think
thinks	believed	believed
understood	thinks	admired
understand	understand	understand
understands	reveals	reveals
understand	!	!
understood	!	!
understands	realized	realized
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	affects	affects
reduce	lowered	lowered
reduces	affects	affects
reduce	examine	examine
reduced	reducing	reducing
reduces	decreased	theorem
felt	knows	knows
feel	fulfill	explain
feels	knows	knows
feel	ask	ask
felt	felt	felt
feels	explains	nature,
required	requires	provides
require	require	require
requires	requires	requires
require	require	require
required	allows	allows
requires	require	needs
played	played	played
play	play	play
plays	plays	plays
play	play	play
played	played	played
plays	plays	plays
happened	happened	happened
happen	happen	happen
happens	goes	goes
happen	abandon	abandon
happened	so.	transferred
happens	happen	happen
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	open,	appreciation
open	inaugurated	inaugurated
opens	opens	opens
open	continue	continue
opened	joined	joined
opens	inaugurated	inaugurated
felt	it's	it's
feel	feels	feels
feels	makes	makes
feel	felt	felt
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	decides	decides
decides	decides	makes
decide	continue	continue
decided	decided	decided
decides	decides	decides
preserved	translates	translates
preserve	reconstructed	reconstructed
preserves	makes	makes
preserve	!	!
preserved	!	!
preserves	intact	text,
followed	uses	uses
follow	ago,	ago,
follows	makes	makes
follow	ukraine	ukraine
followed	joined	joined
follows	implied	implied
studied	studies	studies
study	studying	studying
studies	research	research
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
held	held	held
hold	hold	hold
holds	held	held
hold	hold	draws
held	held	held
holds	resides	resides
ended	end,	peaking
end	simulation	simulation
ends	beginning	beginning
end	out"	out"
ended	out"	out"
ends	resumed	simulation
said	speculated	believed
say	say	say
says	you're	you're
say	me,	me,
said	stated	stated
says	feels	feels
reduced	affects	affects
reduce	reduce	reduce
reduces	affects	affects
reduce	reduce	reduce
reduced	decreased	decreased
reduces	harm	affect
built	construct	construct
build	rebuilt	rebuilt
builds	construct	construct
build	!	!
built	!	!
builds	erected	erected
studied	assessment	assessment
study	studying	studying
studies	sinking	sinking
study	study	study
studied	studies.	al.
studies	taught	taught
said	sees	sees
say	tell	tell
says	realizes	realizes
say	forget	forget
said	stated:	stated:
says	commented	commented
developed	build	monetary
develop	traced	traced
develops	develops	develops
develop	develop	develop
developed	industrial	industrial
develops	copied	copied
reduced	increase	increase
reduce	traced	traced
reduces	avoid	involves
reduce	allow	allow
reduced	decrease	rate.
reduces	hears	hears
extended	extends	extends
extend	expanded	run
extends	extends	extends
extend	comprise	comprise
extended	spans	spans
extends	shortened	shortened
ensured	emphasized	emphasized
ensure	improve	improve
ensures	prevents	prevents
ensure	!	!
ensured	!	!
ensures	guaranteed	guaranteed
decided	upheld	upheld
decide	decide	decide
decides	proposes	proposes
decide	decided	decided
decided	decided	decided
decides	decides	decides
preserved	historic	historic
preserve	understand	bones
preserves	property.	property.
preserve	!	!
preserved	!	!
preserves	absent	fragments
saved	withdrew	withdrew
save	decide	decide
saves	jumping	jumping
save	send	send
saved	teamed	teamed
saves	admits	guaranteed
earned	awarded	awarded
earn	earn	earn
earns	focuses	focuses
earn	!	!
earned	!	!
earns	earn	earn
paid	led	led
pay	support.	support.
pays	receives	receives
pay	help.	help.
paid	nephew	nephew
pays	fees	fees
learned	persuaded	persuaded
learn	lessons	lessons
learns	teaches	teaches
learn	nephew	nephew
learned	nephew	nephew
learns	learns	learns
accommodated	two-story	manned
accommodate	!	!
accommodates	depicts	depicts
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	accompanied	accompanied
see	support.	experience
sees	focuses	focuses
see	observer	observer
saw	accompanied	accompanied
sees	provides	provides
tried	tried	planned
try	educate	helped
tries	!	!
try	educate	agrees
tried	threatens	threatens
tries	!	!
learned	confiscated	confiscated
learn	inform	inform
learns	!	!
learn	thinks	thinks
learned	realized	realized
learns	!	!
followed	followed	followed
follow	follow	follow
follows	!	!
follow	define	define
followed	implementing	implementing
follows	!	!
found	possessed	possessed
find	find	find
finds	!	!
find	find	find
found	hears	magical
finds	!	!
turned	four,	four,
turn	adapt	adapt
turns	!	!
turn	detect	detect
turned	drops	drops
turns	!	!
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	produces	produces
improved	indicated	indicated
improve	strengthen	strengthen
improves	fails	fails
improve	!	!
improved	!	!
improves	add	add
required	requires	favored
require	provide	provide
requires	requires	requires
require	require	require
required	require	permitted
requires	enables	enables
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	buy	sold
sell	distribute	distribute
sells	fails	fails
sell	grow	grow
sold	leather	leather
sells	distribute	distribute
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	four.
need	expect	expect
needs	needed	needed
need	oversee	oversee
needed	reported	reported
needs	required	required
gave	looked	looked
give	give	give
gives	gives	gives
give	give	give
gave	give	give
gives	tells	tells
worked	works	works
work	negotiate	negotiate
works	work,	work,
work	work	work
worked	works,	works,
works	lived	tells
avoided	prevalent	prevalent
avoid	avoid	avoid
avoids	gets	gets
avoid	!	!
avoided	!	!
avoids	hears	hears
helped	helps	edited
help	helps	helps
helps	helps	helps
help	help	help
helped	helped	invented
helps	helps	helps
raised	recorded	recorded
raise	raise	raise
raises	accepts	accepts
raise	!	!
raised	!	!
raises	raising	breaking
began	started	started
begin	begin	continue
begins	began	began
begin	began	continue
began	began	began
begins	started	commenced
built	created	created
build	build	build
builds	created	created
build	!	!
built	!	!
builds	constructed	flew
recognized	observed	observed
recognize	impose	impose
recognizes	accepts	accepts
recognize	commemorate	commemorate
recognized	identified	identified
recognizes	recognize	recognize
knew	knew	realizes
know	know	know
knows	knew	knew
know	learn	learn
knew	thinks	thinks
knows	know	know
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
included	included	included
include	include	include
includes	included	included
include	include	include
included	contains	contains
includes	include	include
avoided	batsman	batsman
avoid	techniques	techniques
avoids	prevent	enjoys
avoid	!	!
avoided	!	!
avoids	techniques	techniques
reduced	reducing	doubled
reduce	reduce	reduce
reduces	improve	improve
reduce	reduce	reduce
reduced	reduce	proportional
reduces	chemicals	chemicals
met	met	met
meet	work.	biography
meets	met	met
meet	meet	meet
met	meet	meet
meets	works.	works.
needed	competed	competed
need	required	required
needs	want	want
need	process	process
needed	seeks	seeks
needs	necessary	necessary
liked	starred	starred
like	work,	work,
likes	lacks	lacks
like	you,	you,
liked	campaigned	campaigned
likes	works,	works,
reduced	asian,	asian,
reduce	increase	increase
reduces	remove	asian,
reduce	regulate	regulate
reduced	served	served
reduces	monuments	monuments
served	served	served
serve	work.	holiday
serves	serves	serves
serve	served	served
served	served	served
serves	holdings	holdings
made	made	made
make	make	make
makes	gives	gives
make	make	make
made	made	made
makes	makes	makes
used	usage	usage
use	use	resemble
uses	uses	uses
use	using	switch
used	used	custom
uses	referring	referring
saved	defended	defended
save	eat	eat
saves	earned	earned
save	confront	confront
saved	awarded	awarded
saves	teaches	awareness
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
found	obtained	obtained
find	find	grows
finds	finds	finds
find	find	find
found	discovers	discovers
finds	originates	originates
knew	innocent	innocent
know	prefer	prefer
knows	knows	knows
know	know	know
knew	followers	followers
knows	knows	knows
proved	proved	proved
prove	prove	sustain
proves	proven	proven
prove	!	!
proved	!	!
proves	finds	sense
joined	persuaded	united,
join	rejoined	join
joins	joins	joins
join	join	join
joined	convoy	convoy
joins	rejoined	rejoined
opened	covered	covered
open	build	build
opens	comparison	comparison
open	"if	cut
opened	recognized	pending
opens	closed	brick
went	gone	jumped
go	go	go
goes	went	went
go	explore	explore
went	went	proceeded
goes	goes	goes
returned	returned	returned
return	return	return
returns	returned	returned
return	fled	fled
returned	said,	returned
returns	return	trip
discussed	urged	urged
discuss	explain	explain
discusses	solve	explores
discuss	suggest	suggest
discussed	said,	said,
discusses	method,	method,
wanted	claimed	helped
want	wished	wished
wants	decides	decides
want	wished	wished
wanted	want	will
wants	loves	loves
sought	helped	helped
seek	seek	seek
seeks	seeking	leader
seek	wished	north.
sought	asked	asked
seeks	seeking	seeking
reduced	increased	increased
reduce	vary	vary
reduces	bicycle	bicycle
reduce	regulate	compression
reduced	compression	compression
reduces	lowered	lowered
called	advertisement	advertisement
call	named	named
calls	calls	calls
call	ask	ask
called	went	went
calls	named	named
felt	prompting	prompting
feel	feels	remain
feels	gets	gets
feel	felt	felt
felt	felt	felt
feels	feels	feels
discussed	began	began
discuss	relate	taught
discusses	affects	affects
discuss	peggy	peggy
discussed	states:	states:
discusses	cognitive	cognitive
thought	don’t	don’t
think	believed	believed
thinks	finds	finds
think	think	think
thought	sure	sure
thinks	believed	thinks
followed	took	took
follow	follow	follow
follows	follows	follows
follow	slopes	slopes
followed	brought	smith's
follows	replaced	replaced
considered	petty	petty
consider	regarded	technically
considers	admits	formula_1
consider	understand	understand
considered	represents	represents
considers	regarded	regarded
started	beginning	beginning
start	began	began
starts	begin	begin
start	start	start
started	started	started
starts	began	began
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
decided	minister,	minister,
decide	agreed	agreed
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
gave	gave	gave
give	gives	gives
gives	gave	gave
give	provides	provides
gave	gave	gave
gives	gives	gives
reached	reaches	reaches
reach	reach	reach
reaches	enters	enters
reach	reach	appoint
reached	rejoined	rejoined
reaches	reach	reach
lived	"live	"live
live	reside	reside
lives	"live	minute
live	focus	focus
lived	remained	magazine's
lives	resided	resided
required	requires	requires
require	allowed	allowed
requires	requires	requires
require	require	require
required	require	require
requires	necessary	necessary
celebrated	anniversary	anniversary
celebrate	celebrate	celebrate
celebrates	joins	joins
celebrate	!	!
celebrated	!	!
celebrates	eaten	exam
ended	reaches	sophomore
end	ended,	ended,
ends	reaches	breaks
end	consider	consider
ended	began	began
ends	ending	ending
raised	raised	raised
raise	raise	raise
raises	relies	relies
raise	!	!
raised	!	!
raises	raise	raise
seemed	intended	intended
seem	depiction	depiction
seems	serves	serves
seem	“a	“a
seemed	supposed	supposed
seems	doesn't	doesn't
required	required	required
require	require	require
requires	requires	requires
require	require	require
required	required	required
requires	requires	requires
showed	shows	shown
show	participation	participation
shows	shows	shows
show	show	show
showed	show	show
shows	adds	adds
served	served	served
serve	serving	serving
serves	serves	serves
serve	operate	operate
served	served	served
serves	serves	serves
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	regain	regain
reached	reached	tells
reaches	reaching	reaching
tried	tried	tried
try	try	try
tries	tried	below,
try	try	try
tried	threatens	threatens
tries	attempting	attempting
prevented	prevented	prevented
prevent	prevent	prevent
prevents	prevented	prevented
prevent	allow	allow
prevented	received	received
prevents	mood	mood
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
turned	launched	said,
turn	keep	keep
turns	trouble	trouble
turn	turned	turned
turned	turned	turned
turns	petty	petty
determined	assess	predicted
determine	conclude	conclude
determines	assess	assess
determine	!	!
determined	!	!
determines	obtained	obtained
started	begin	begin
start	began	began
starts	begin	begin
start	begins	journey
started	begins	begins
starts	began	began
kept	repeatedly	repeatedly
keep	keeping	keeping
keeps	protect	protect
keep	onto	cheap
kept	elevated	elevated
keeps	hears	hears
served	believed	believed
serve	serving	serving
serves	served	served
serve	journey	250
served	expected	expected
serves	starred	starred
said	believed	believed
say	said:	said:
says	realizes	considers
say	explore	explore
said	said	said
says	said,	said,
eliminated	translated	translated
eliminate	adapt	adapt
eliminates	rejoined	rejoined
eliminate	!	!
eliminated	!	!
eliminates	quarter,	quarter,
asked	answered	answered
ask	ask	ask
asks	owns	hears
ask	solve	solve
asked	written	written
asks	provides	keeps
got	co-written	co-written
get	get	get
gets	doesn't	doesn't
get	get	get
got	got	got
gets	gets	gets
led	written	written
lead	create	make
leads	abandoned	abandoned
lead	enter	enter
led	led	led
leads	enables	enables
followed	followed	followed
follow	create	create
follows	publishes	follows
follow	create	create
followed	written	written
follows	feeds	feeds
increased	decrease	decrease
increase	increasing	increasing
increases	affects	affects
increase	increase	increase
increased	increase	increase
increases	excessive	inability
met	met	nicolas
meet	meet	relationship.
meets	nicolas	nicolas
meet	meet	meet
met	met	met
meets	meets	meets
became	became	became
become	become	become
becomes	became	became
become	relationship.	relationship.
became	became	became
becomes	become	become
followed	designs.	designs.
follow	follows	follows
follows	opens	opens
follow	followed	followed
followed	characters.	characters.
follows	follows	follows
showed	shows	shows
show	find	find
shows	shows	exhibit
show	productions	films
showed	rulers	rulers
shows	explores	explores
looked	spotted	spotted
look	look	look
looks	looks	looks
look	look	look
looked	look	look
looks	looks	looks
produced	producing	producing
produce	produce	produce
produces	produces	produces
produce	rely	rely
produced	publishes	publishes
produces	produced,	produced,
brought	brought	brought
bring	bring	bring
brings	transform	transform
bring	bring	seek
brought	brought	brought
brings	descended	descended
needed	skull	skull
need	required	required
needs	"on	"on
need	rely	requirements
needed	appealed	that:
needs	required	required
learned	influenced	influenced
learn	teach	teach
learns	learns	learns
learn	rely	rely
learned	overcome	overcome
learns	knows	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
sent	sent	sent
send	go	go
sends	sent	sent
send	go	go
sent	dispatched	dispatched
sends	sends	sends
received	received	received
receive	receive	receive
receives	receives	receives
receive	received	suffer
received	received	received
receives	receives	receives
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	unlike	unlike
like	admit	admit
likes	unlike	unlike
like	forgotten	forgotten
liked	chances	chances
likes	thinks	thinks
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	require	require
provided	provide	provide
provides	replaced	replaced
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	refuse	refuse
continued	continued	continued
continues	continue	continue
promoted	develop	develop
promote	retire	retire
promotes	preserve	preserve
promote	require	require
promoted	highlighted	highlighted
promotes	replaced	replaced
changed	changes	changes
change	changing	changing
changes	changes	changes
change	change	change
changed	changes.	divisions
changes	altered	altered
found	devoted	devoted
find	fossils	fossils
finds	get	get
find	found	found
found	found	found
finds	finds	finds
proved	proved	proved
prove	relieve	relieve
proves	proved	proved
prove	!	!
proved	!	!
proves	proving	proving
eliminated	destroyed,	destroyed,
eliminate	relieve	relieve
eliminates	concludes	concludes
eliminate	!	!
eliminated	!	!
eliminates	differs	differs
preserved	forbidden	forbidden
preserve	sheet	sheet
preserves	makes	eternal
preserve	!	!
preserved	!	!
preserves	contains	runway
kept	kept	kept
keep	keep	keep
keeps	keeps	they're
keep	actively	actively
kept	confined	confined
keeps	keeps	keeps
sought	seeking	seeking
seek	seek	seek
seeks	seeks	seeks
seek	seek	seek
sought	voted	voted
seeks	provides	provides
moved	moved	moved
move	relocated	relocated
moves	moved	moved
move	keep	tear
moved	taken	taken
moves	relocated	relocated
believed	believed	believed
believe	thought	thought
believes	believed	believed
believe	else	else
believed	noticed	noticed
believes	thought	thought
returned	returning	returning
return	return	return
returns	returning	returning
return	pay	pay
returned	sent	sent
returns	decides	decides
worked	work,	work,
work	collaborated	collaborated
works	works	works
work	books	books
worked	works,	works,
works	starred	starred
developed	came	came
develop	developing	developing
develops	requires	designs,
develop	collect	collect
developed	created	created
develops	threw	threw
reached	reached	reached
reach	reach	reach
reaches	enters	enters
reach	satisfy	reach
reached	reached	reached
reaches	reaches	reaches
extended	indicates	indicates
extend	extend	extend
extends	crosses	indicates
extend	extend	extend
extended	travelled	travelled
extends	extends	extends
raised	angeles.	angeles.
raise	raise	raise
raises	doubled	doubled
raise	!	!
raised	!	!
raises	wears	wears
built	construct	beaten
build	constructed	constructed
builds	construct	grove
build	!	!
built	!	!
builds	constructed	generator
promoted	promoting	promoting
promote	achieve	achieve
promotes	promotes	promotes
promote	facilitate	facilitate
promoted	promoting	promoting
promotes	invites	invites
paid	sued	sued
pay	paying	paying
pays	throws	throws
pay	hire	relieve
paid	hire	criticised
pays	throws	throws
celebrated	endorsed	endorsed
celebrate	amazing	amazing
celebrates	birthday	birthday
celebrate	!	!
celebrated	!	!
celebrates	santo	santo
developed	contributed	contributed
develop	develop	develop
develops	adapt	adapt
develop	develop	develop
developed	develop	develop
develops	throws	throws
took	took	took
take	take	take
takes	took	throws
take	took	took
took	took	took
takes	takes	takes
avoided	herself	strengthened
avoid	pose	pose
avoids	chris	chris
avoid	!	!
avoided	!	!
avoids	throws	throws
knew	trained	trained
know	pursue	pursue
knows	!	!
know	construct	construct
knew	constructed	constructed
knows	!	!
brought	founded	founded
bring	bring	pursue
brings	!	!
bring	develop	develop
brought	constructed	constructed
brings	!	!
discussed	displaced	displaced
discuss	explore	pursue
discusses	!	!
discuss	develop	develop
discussed	constructed	constructed
discusses	!	!
sold	sold	sold
sell	sell	sell
sells	!	!
sell	develop	develop
sold	constructed	constructed
sells	!	!
followed	followed	followed
follow	follow	pursue
follows	!	!
follow	develop	develop
followed	constructed	constructed
follows	!	!
met	meets	meets
meet	cope	cope
meets	!	!
meet	meet	meet
met	met	met
meets	!	!
needed	needed	needed
need	necessary	necessary
needs	!	!
need	regulate	resources
needed	fears	fears
needs	!	!
studied	studies	studies
study	studying	studying
studies	!	!
study	studies.	studies.
studied	studies.	work
studies	!	!
ended	virtue	virtue
end	began	comply
ends	!	!
end	establish	establish
ended	concludes	concludes
ends	!	!
changed	back.	back.
change	shifted	changes
changes	!	!
change	improvements	improvements
changed	disputes	disputes
changes	!	!
increased	decrease	decrease
increase	increasing	increasing
increases	decrease	decrease
increase	increased	emissions
increased	increased	increased
increases	increasing	increasing
seemed	seems	seems
seem	depiction	depiction
seems	seems	seems
seem	incorporate	incorporate
seemed	institutions,	institutions,
seems	doesn't	doesn't
provided	provided	provided
provide	provide	provide
provides	provided	provided
provide	provide	provide
provided	provide	provide
provides	supplied	supplied
determined	assess	determining
determine	user	user
determines	optimal	optimal
determine	!	!
determined	!	!
determines	survives	suffers
felt	don’t	don’t
feel	feel	feel
feels	does	does
feel	know	know
felt	felt	felt
feels	feels	portrayal
earned	earned	earned
earn	earn	earn
earns	suffers	suffers
earn	!	!
earned	!	!
earns	receives	receives
helped	helps	displaced
help	helps	helps
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
lived	done	done
live	reside	reside
lives	concert	fights
live	transform	transform
lived	collected	collected
lives	resides	resides
became	became	became
become	become	become
becomes	became	became
become	become	regain
became	dean	dean
becomes	becomes	becomes
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
looked	looking	looking
look	look	look
looks	looking	looking
look	look	look
looked	started	looked
looks	looks	looks
lived	concert	concert
live	resided	ask
lives	concert	concert
live	lives.	lives.
lived	started	started
lives	resided	resided
protected	continued	revive
protect	protect	protect
protects	defend	country's
protect	!	!
protected	!	!
protects	wilderness	focal
returned	returned	returned
return	returning	returning
returns	returned	returns
return	returning	returning
returned	started	returned
returns	returns	returns
sought	sought	sought
seek	seek	seek
seeks	travelled	sustained
seek	seek	seek
sought	started	sought
seeks	attempts	attempts
allowed	enable	enable
allow	personality	personality
allows	enable	enable
allow	enables	enables
allowed	requires	requires
allows	required	prohibited
extended	extends	extends
extend	series	series
extends	extends	extends
extend	impose	impose
extended	comprise	comprise
extends	schedule	schedule
seemed	specified	specified
seem	show"	show"
seems	seems	seems
seem	tend	tend
seemed	seemed	seemed
seems	seems	seems
needed	needed	needed
need	necessary	necessary
needs	use,	use,
need	attention	attention
needed	needed	needed
needs	required	required
said	asserted	says,
say	show"	show"
says	asks	asks
say	said	said
said	said	said
says	says	says
got	migrated	migrated
get	get	get
gets	gets	gets
get	got	got
got	returned	returned
gets	get	get
asked	asked	asked
ask	asking	listen
asks	sings	sings
ask	realize	realize
asked	returned	returned
asks	character.	character.
studied	bought	bought
study	historians	historians
studies	studies	studies
study	studies.	study
studied	migrated	migrated
studies	taught	molecules
preserved	bought	bought
preserve	derive	gradual
preserves	intact	intact
preserve	!	!
preserved	!	!
preserves	showing	showing
saw	migrated	bought
see	sees	when,
sees	you	explored
see	drove	drove
saw	began	began
sees	sees	sees
left	flee	flee
leave	improve	secure
leaves	leaves	leaves
leave	burn	burn
left	approached	approached
leaves	provides	provides
eliminated	appointed	out.
eliminate	improve	improve
eliminates	forth	forth
eliminate	!	!
eliminated	!	!
