,sgns_rand_pinit2,sgns_rand_pinit2,sgns_rand_pinit1-rev,sgns_rand_pinit2-rev,sgns_svd,sgns_svd,sgns_rand_pinit2-rev,sgns_rand_pinit3,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit1-rev,sgns_rand_pinit3-rev,sgns_rand_pinit3,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit3,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit2,sgns_svd,sgns_svd,sgns_rand_pinit1-rev,sgns_rand_pinit1,sgns_rand_pinit2,sgns_rand_pinit1
deemed,0.072612316381166608,0.0025687403956744514,0.15879171089170319,0.15942786305209,0.17590473956905905,0.17790676165636687,0.0028775099854519981,0.16662142950494319,0.072360903605711235,0.073726852148415234,0.18279723834012762,0.0032257949838251365,0.0027796348418159811,0.15717136869292103,0.072316314048727515,0.073736937626720844,0.072651744333857238,0.1807816209168257,0.0035131745517884561,0.074272318912906199,0.073839966348413166,0.16788527095369876,0.1771201332501916,0.056892875491182271,0.0029208523013772858,0.074751088769978269,0.18352579721096296,0.16775430728557905
deep,0.076586826348712278,0.0021306059959617096,0.16876119791056943,0.16998053526673673,0.18712147246422384,0.18719767497674888,0.0024613368579271544,0.16296875113106946,0.07755697963305741,0.075364925084028478,0.16988504009519867,0.0031155981048813786,0.0023650616500971999,0.16772160982132733,0.07643379739976397,0.076490133688213002,0.075080494329086034,0.17099283337145843,0.0029618610306562099,0.076031449631226544,0.075110926878343531,0.16313264984226372,0.18638603506009321,0.066273814607280879,0.0024578084972227687,0.075319095221989651,0.17098518215947367,0.16087857648667003
defeat,0.072289874417602817,0.0022398609372797917,0.18129150814393069,0.18140059423264476,0.18494254413051536,0.18279526491819376,0.0022456058982205374,0.18223585280120291,0.070805236611980238,0.073775733705942592,0.20986653466152971,0.0026258263198664089,0.0025091506222444382,0.18117876733884786,0.070116282854277734,0.072255041084335669,0.071751226942526003,0.21019378291862489,0.0028486240917117156,0.070386671569329984,0.069561741076700323,0.18428096388828674,0.18093337097085715,0.063216231764373854,0.0023210464731994174,0.071555759169735444,0.21219380845286528,0.18453071558926282
defeated,0.055263204976387259,0.0014897253351380257,0.12474853011831999,0.12383621132070666,0.13826238086002385,0.1385186661877913,0.0021066387160050271,0.11984134752678366,0.053863891321011326,0.056434237808588805,0.13656497982618543,0.0019733379797658435,0.0019806199197807128,0.12385481028894518,0.054981923676338806,0.055039913253431383,0.056423963291203694,0.13409396882464097,0.0020474913789576554,0.055537982956577747,0.056664254215113119,0.12326260763124641,0.13792823978158852,0.046638210950425307,0.0020133303276279602,0.056641628864068094,0.13677696929320349,0.12217416429670047
defeating,0.062438444950917993,0.0017201707105140018,0.16891128126392663,0.17001934277029973,0.18076765584607635,0.18001983896374774,0.0020787233830625862,0.17149129174125122,0.063189164989489122,0.061619888378134369,0.19407696748411174,0.0019191161558659298,0.0021862290425234132,0.17072762106206685,0.06224359644540356,0.062472499958059813,0.061635365765522643,0.19377573415402194,0.0022053464784852483,0.062179858523119358,0.061392145686140265,0.17581931467792022,0.17802208296964939,0.054957502562919869,0.0020421306281440676,0.061075479497096019,0.1967195200009132,0.17315123789789899
defence,0.077393360096918995,0.0029784961752297168,0.17209162766349562,0.17178266436389733,0.18267415758070704,0.1843378377076148,0.0026261708119575955,0.18185909105551956,0.076548674723904808,0.077988203550404922,0.19829431128340125,0.0032347290526112404,0.0027133948399074015,0.1696060081383205,0.075578890174756053,0.077438497021711461,0.076293999945990731,0.19892244171856799,0.0029603117567283954,0.077126031150325347,0.075838074791125476,0.1814381620293003,0.18393107962107114,0.060535432286964452,0.0026695560523388728,0.077538247060218057,0.19772853945678681,0.18103834897344662
defend,0.068621985504777494,0.0021414619781779942,0.17136928959798381,0.17445253737598221,0.18829464611960223,0.19030878739578816,0.0025747304429541984,0.18350073418614998,0.068266926259617278,0.070143934566848753,0.19675570182981306,0.0030687361165527838,0.0029051270470801249,0.16985858575928414,0.06843265863810033,0.070024056545763602,0.068513132568753465,0.1929915866561045,0.0026112733908220109,0.069408385815201368,0.06925665985345808,0.18407490369040558,0.18685904588718072,0.061035328317380344,0.0023228769053471598,0.070617317913448385,0.19374293754013927,0.18687479858257505
defended,0.065312178235214069,0.0024144671481685087,0.18182307988114965,0.18033518873641929,0.20142621621233681,0.20178571775367271,0.0025179820967442534,0.18649362949897386,0.064098828400645735,0.063391998741051725,0.20966618432198547,0.0030674396815251193,0.0026093815818879484,0.1804671365374414,0.063474983478377434,0.062192829211218603,0.065394613613132035,0.20752979160879326,0.0030044578746860617,0.066358297216036477,0.06622935431959065,0.18800952021959128,0.20092046471393454,0.056662605464717908,0.0026520116886583622,0.064169368960955153,0.20948488721659753,0.18947527044520107
defending,0.072287223242207377,0.0025179089788320841,0.19511739840071163,0.19505618503685096,0.19674958256591657,0.20010588048281086,0.0024037968276718891,0.17483951090951899,0.073809675527733654,0.071866164846552394,0.2108746163472377,0.0029817727549709128,0.0029464587388164931,0.19347533876385969,0.074117777131579743,0.073070629495892381,0.072622857150430709,0.20818768416691524,0.0027979284915548019,0.076037826618236548,0.076324042026334138,0.17717782738548826,0.19969234027372873,0.065954722366276863,0.0024740888381487025,0.075023196957576421,0.2104810312075891,0.17634684888049446
defense,0.061794561419470151,0.0019853152157747189,0.15647065212379319,0.15381534024867038,0.17073623753501954,0.16976825764742343,0.0023597093880405318,0.15212517136753978,0.061866138520357938,0.062405596888173598,0.16981424801538858,0.0026516032340067053,0.0026823809930581755,0.15374400257295473,0.06296596095693785,0.062592137305020001,0.062564218911207781,0.16795979463710065,0.0026680020262802584,0.062007821063933877,0.062617805021753403,0.15299646088608854,0.17140900151698502,0.059905645900708238,0.0025247099931519079,0.062361126455251825,0.16761878203268032,0.1539758431111069
defensive,0.061565341648251337,0.0017624033874394929,0.13483648796228176,0.13697244925573637,0.15915555933006031,0.15904566269721487,0.0024674307006888885,0.14927350884638602,0.059931781023761621,0.060268909574966445,0.16079654711561864,0.0028471024936694844,0.0024328678983653873,0.13763219271530724,0.059354502229905126,0.058925423607649963,0.060909182116034799,0.16304833933609286,0.0028043393483189183,0.060280832077490243,0.05959329805691016,0.14918724025854457,0.15747766121934226,0.05885164612156879,0.0020477788418724607,0.058514698998490156,0.16348061810268899,0.14735226572245907
defined,0.067362896131161309,0.002034018385885239,0.17649885248051478,0.17561759488846451,0.1835643589791115,0.18325781206160963,0.002411359721929518,0.16775229240523315,0.06677051009732371,0.066809246095175912,0.19020946853848131,0.0020314970781768471,0.0021900228807576472,0.17513445010770323,0.065769956331009016,0.066644736541009997,0.066184019686509443,0.19070933356949094,0.0023564695501991917,0.067730303730744845,0.066514033944914619,0.17051458163212485,0.18363995207604433,0.052074636440821442,0.0021095045181837024,0.067273230380881621,0.19192566436426306,0.16726403552241254
definition,0.060432044180840139,0.0020282310516852586,0.17212399353000518,0.17429756157781984,0.17998005664152417,0.18403445625925119,0.0023883891200079388,0.17590536973675119,0.060352920908310015,0.06238365223630693,0.19594780893040709,0.0026383481785835494,0.0021886506612102119,0.17104336952590526,0.061629972609859696,0.062051996592409231,0.06190233409228918,0.19777647980464186,0.0022848754354539702,0.061079018949634967,0.062433377645830568,0.17452866597685157,0.18085038156640776,0.053329560963232825,0.0022617338767046968,0.062609869797100481,0.19522456920145692,0.17588756402978067
degree,0.059819817230078454,0.0015198207568000166,0.12885123205597526,0.12884573536547239,0.13768511044427467,0.13863071896160672,0.0019496756414278948,0.12712404882182138,0.058506732861607125,0.061918377085919074,0.14485781279986787,0.0019114987467527822,0.0019275558207425547,0.12757927562989357,0.059342351974940422,0.060709159490808906,0.060718911934624309,0.14326425432203926,0.0022531601236887022,0.059929329205264836,0.061110322595321231,0.12866184981573781,0.13779873104614737,0.053783802606548137,0.0017719954185103637,0.062008124333845394,0.14498225022735689,0.12728381389082311
degrees,0.070500353493211154,0.0017281972014762115,0.15398200344519419,0.14999156045277739,0.16570301357538342,0.16125246258426351,0.0022866315824390249,0.13447768579352626,0.068230871701606466,0.072823492884664942,0.15338925794214087,0.0022961153515245192,0.0024415970325941672,0.15228919307893274,0.069141107943598956,0.070736758335916194,0.071531659047944007,0.15340411178984381,0.0024884472800212887,0.070528191455896172,0.070848024115946706,0.13380541706859927,0.16503336206303887,0.054916589018596196,0.0024159088399924311,0.072558465987045628,0.15212381442614498,0.13534007478614307
del,0.066429646424939093,0.0019600521021391204,0.18129930323919807,0.1801637027807621,0.18896120179038522,0.19010811504745107,0.0022880001538937433,0.16217663179115083,0.064311788535763248,0.066076436297105245,0.18796877462546202,0.0027055198065016883,0.0027693375728632397,0.17974296728460026,0.061437909274751346,0.06404665195426118,0.063639055271887401,0.18697780096889316,0.0024097404083053275,0.066245793212579396,0.063437483260687211,0.16244078244102012,0.18987515882400341,0.055260712921814892,0.0020122436776431885,0.065750505676934967,0.18782147616408573,0.16259234091697072
delivered,0.068400597851778655,0.0021871517669691531,0.17000342251604472,0.16846658209942322,0.1714457400548729,0.17206004065478697,0.0025504944731644663,0.15586182488102052,0.068560357433318564,0.06668375370298385,0.17858014939465361,0.0025804347299703823,0.0029765903852998488,0.16792062433033883,0.066206222028075246,0.067135765416946214,0.066169688570217322,0.17644301057215594,0.0024585801058171208,0.06944212570168562,0.067479504555275738,0.15801109955439918,0.17145505030903085,0.047086739259661892,0.0025308564524079147,0.067604106267712516,0.17795765344277892,0.15773060257271931
delivery,0.064949756101404632,0.0019577657297888962,0.17749348284153821,0.17526462159967171,0.1801597936669197,0.18213832591175472,0.0022503948639585047,0.15200453249777679,0.063076431357005469,0.063362897760631198,0.17915411477569998,0.0028953964020019818,0.0027166803873814871,0.17377251358642642,0.062116539319930331,0.061981727608979909,0.063570561295951844,0.17707805494771345,0.0029674428176227341,0.064771518075048218,0.063487747133755046,0.15445931535554447,0.18394163815167786,0.055612409153069087,0.0024281049573474656,0.063203833728366687,0.17965719486062237,0.15313959472737104
delta,0.068220133349257361,0.001912857361638598,0.17942253822382037,0.18036995899091723,0.18763264808732028,0.18852061705044998,0.0022618116017596446,0.18262317759379443,0.06872526457319994,0.068486482206605359,0.20374463033317824,0.0023527719102071076,0.0025899084387281945,0.17930554654109288,0.068217964935079589,0.069109797239600201,0.067589087728681219,0.20261473592891721,0.0027487729681714423,0.0687416530069207,0.068406407538212699,0.18250375282218056,0.18586878564610831,0.05644125524348842,0.0024065285531701397,0.069222928447930099,0.2025756298339555,0.18293591191305048
demand,0.059832344725665787,0.001841562913118544,0.16101477290104427,0.15913598177287891,0.16890238063574792,0.1708971510079077,0.0023684869227094119,0.15803749180535398,0.058831177490936359,0.057362257642277648,0.1749567539255128,0.002557955335008355,0.002466686398089335,0.15628281570420832,0.057862858465056344,0.056455753313807033,0.058962097156129656,0.17357146226008402,0.0025338403192627368,0.062297634048660178,0.061361735998389788,0.15926632222925208,0.17192525536819936,0.060249609943183513,0.0020225262459457882,0.059561145946790406,0.17680957533549857,0.15917475050663654
demands,0.068712465783965615,0.0022212866341728699,0.19613390344601822,0.19334541886254641,0.21862622818523114,0.21716939487429454,0.0027233618794694214,0.20007072654424118,0.068764252559137318,0.068789324237452321,0.21847072881130691,0.0027674103876385026,0.0023940701680154053,0.1937065660511742,0.071311333964233725,0.069049443633063201,0.071202320480344472,0.2158126835733043,0.0032106116083391312,0.070446345446885994,0.072631671825626354,0.20068562972842818,0.21837202904547626,0.066257869773723277,0.0026685371001966551,0.070270602386514391,0.21586999026475706,0.20377816506224167
democratic,0.054626919216050784,0.0014298283953334545,0.11042090219183465,0.10935820608992119,0.12182244411517451,0.12196144389754682,0.0014537552580150548,0.1193184670385703,0.055727029139619577,0.054873018794359907,0.13608005980548821,0.0017773774082596727,0.0017851051851063282,0.10888956054400756,0.055022739888427208,0.055905301992182688,0.054174522979939965,0.13625573046941841,0.0017257331288365041,0.055269428391671815,0.054475502533305686,0.12025700169037246,0.12198658393110173,0.049302121468518201,0.0014882614039141151,0.055213970701524007,0.13673776436883212,0.1184703886644618
demolished,0.059391109556419908,0.0017016357674900506,0.16803407840233131,0.16775076748263595,0.17576534743195205,0.17558297272737089,0.0015937726267053476,0.16567272064344485,0.061475558439217926,0.060140517078590694,0.18729476449923477,0.0019686634926643354,0.0022386561646338121,0.1662028298926207,0.061009148092954213,0.062165593474564407,0.059104371798232691,0.18999406185996914,0.0019759382494640709,0.059581755810356851,0.059218216370341081,0.16458644637566455,0.17454795885490026,0.064023378636320016,0.0020220641315943366,0.059808729284481332,0.18774298381494781,0.16372607475000767
demonstrated,0.072860875808473002,0.0024025814209146512,0.16437913599287013,0.16672715665458571,0.18413215000710381,0.18572104470290718,0.0023523046007368764,0.16575739704645176,0.071557196058976813,0.073759114111408897,0.19004151741907449,0.0032049774750670945,0.0027154122072707843,0.16498702676290899,0.071847282436759086,0.072342518847034243,0.07291481904541175,0.18767839772965689,0.0032596092286273359,0.073128277857600343,0.07319373223934833,0.16755653894076095,0.18316285514859587,0.05349204159777754,0.0029066826879735608,0.073565989793751729,0.18955294528037769,0.16699085104913947
denied,0.076103171905923195,0.0021186580720267134,0.18403600258426944,0.18701509605843136,0.19977887801572791,0.20165799805114693,0.0029661269500381726,0.16626094792207269,0.074615842254378784,0.076798723307924588,0.19300161233004631,0.0031276735730285665,0.0030269130417214241,0.18401037590156277,0.07367205483057282,0.075306373758346035,0.075243173192223844,0.19107720267490436,0.0028197997410849274,0.076793112758217541,0.075753284022065048,0.17087870734973976,0.1987247370816364,0.073624668327117226,0.0027350583523578775,0.077315776408598991,0.19500490583251151,0.16781017976996226
denmark,0.046248770268863648,0.0015579771814611121,0.18103723307881092,0.18145598767959659,0.19715378040592135,0.20094758108606958,0.0013084098539334343,0.18509232942445442,0.046743368891550952,0.045899100250156866,0.19507841428366979,0.0016270644517756283,0.0012852091110396868,0.17794632543035593,0.046882982137042006,0.046571172169313058,0.046451001894820765,0.19454572074834287,0.0015768597318185362,0.047766804807183205,0.047710872642724667,0.18516486720969227,0.20028053350746367,0.066548920586319005,0.0013051264466413803,0.047250259079934187,0.19425245222187193,0.18649878842848455
dennis,0.061623678093947531,0.0015189015164075448,0.18943566591416816,0.18874164595895015,0.20213183205414154,0.20153641228776054,0.0016524576012121317,0.19136828959641339,0.061274679331961401,0.060904343563591423,0.21709488867913951,0.002155983407613471,0.0019008683305594687,0.18872870234117289,0.059243878177183462,0.060430419874312968,0.059526253287802589,0.21611420674641824,0.0022010538828772797,0.061268733418179289,0.059232786066380272,0.19096910045045701,0.2021142156492125,0.078619454008271417,0.0017316446399181507,0.060255601150588922,0.21606640937639765,0.19318764325454629
density,0.033717459881134726,0.0012147242098449196,0.13379221135056318,0.13459632636098939,0.14930161831398359,0.14944465749762503,0.0014192263122859705,0.14174398762178664,0.035231925483452331,0.034437451564295896,0.14583237414851258,0.0018277954200270896,0.0015469293343476354,0.13383860514780355,0.036449479059180612,0.035992676647490729,0.034888516088277921,0.14453736422154639,0.001424950147068671,0.035310860513357301,0.036450243362352919,0.14205505644386063,0.14989284040844519,0.049945435023842077,0.0014072706451574435,0.035786466880507017,0.14426884621256153,0.14304634718629416
departed,0.055979393146266321,0.0019633137715100446,0.18310403784746643,0.18094517343012617,0.19647976891741958,0.19847042173231,0.0024275376546528671,0.17689894785184523,0.055524869651872422,0.055494345679564017,0.18860172327035785,0.0026760000741684609,0.0025772288181058478,0.17901072306585319,0.05786723996513965,0.055066077996422047,0.058112481410642403,0.18625585778269405,0.0025094378611648649,0.056183532254790558,0.058242890378664036,0.17687351182041766,0.20013719184525669,0.054784484791582488,0.0025804052407967237,0.055236629017054395,0.18838272564556335,0.17937444516527457
department,0.061578374989687545,0.00139597833371774,0.12238450062356698,0.12432834812052995,0.13132488705321999,0.13357167766347045,0.0017351053449707887,0.11767829621932979,0.060902209298828835,0.061994487317261093,0.13934569326047941,0.0019247519015064274,0.0018797161637376103,0.12109989676042088,0.060368737992087196,0.061427988411237311,0.06083888434374507,0.13981977342481922,0.0019668411172119038,0.062266449286821346,0.061422577138960821,0.11883497397288667,0.13163416257674787,0.052257807878164919,0.0016947900108522651,0.062504156932591037,0.14058327969667184,0.11851237693827721
departure,0.086410599315981607,0.0024884599434021881,0.16469565568331823,0.16416665172988987,0.177172605752562,0.17607424938472493,0.0027866927016744203,0.17606851292165548,0.087025193219845587,0.086837526134553089,0.20519850540444062,0.0027928849091516383,0.0027338331358812695,0.1648685530726155,0.086289006480507968,0.087562038596717406,0.085939887527326397,0.20710231415972913,0.0029103305882101083,0.084241022414453082,0.083129277267562141,0.1770110429105628,0.17461909629741845,0.056529424979157028,0.0023719829023843841,0.083872573135305273,0.20681217544018349,0.17504571439281724
dependent,0.0705870970313216,0.0020825872436314175,0.17144270843068998,0.17331619325933201,0.19484958148322862,0.19558993379348888,0.0027354874875937796,0.18070553559190028,0.070838233375294379,0.068038047995609974,0.20527293909187627,0.0031887751994260638,0.0027563505006878986,0.17278467918094675,0.070868968890223982,0.068485116924521861,0.070785704274789141,0.20294961621879237,0.0031480260628515833,0.071626030674622032,0.071453569898166869,0.18381871198429611,0.19221577166725812,0.062414940040536271,0.0026232092845550614,0.068917636564834295,0.20441191541354087,0.18521811073985184
depending,0.073964254900482973,0.0020048441868230071,0.17281631858848534,0.17155984125058987,0.18624551108269827,0.18653943009948615,0.0021099621124684997,0.16850953252445955,0.074821575718991951,0.075928881875670706,0.18496496859602574,0.0024961879157437972,0.0024699754858471534,0.17075568210867642,0.075898713629978687,0.076768402020527926,0.074622674608443518,0.18496423053398159,0.0026204945128421864,0.073977781736319526,0.074896303969585243,0.1698340995993004,0.18553941794340123,0.053822620358268347,0.0022496404552515559,0.075897294842947605,0.18654533443962906,0.16930413680615308
deployed,0.065071435725486015,0.0021870750121611993,0.1633015556977272,0.16522745031264685,0.18404524350631446,0.18281513840364061,0.002050108881816004,0.17282578810878324,0.065811191866581686,0.064622399842029443,0.19360209471822931,0.0028084656208519077,0.0023341624312067655,0.16660244373168598,0.065569048711976552,0.06541496175357675,0.064961540822429109,0.19134249521140367,0.0026824064363978328,0.065332636542293931,0.065319202915170238,0.17625541272268697,0.18121168336231497,0.060118158856910631,0.002120637298632766,0.065108405524013646,0.19418538367366345,0.17562357048355814
depression,0.059189182683468622,0.0019421155558330128,0.1671968804296271,0.16578639441926635,0.18434311786172786,0.18277947847198861,0.0025774891614689377,0.16986363233170665,0.059151886850100088,0.057070405072396024,0.18183871001428942,0.0022689267216983167,0.0023805580042046692,0.16687643256040408,0.057485824680117315,0.056882391830231138,0.057778493323387359,0.18038279329383344,0.0022457854617707884,0.0590612095727302,0.057530727777527102,0.17161873463886368,0.18403719760192683,0.051946491031647724,0.0021857236954561099,0.056015283270108185,0.18140347162585113,0.17250676749179461
depth,0.066181346422652054,0.0021829191183623253,0.17960017366568193,0.17890406589335706,0.19781035498263133,0.19691387695106632,0.002084923794160698,0.17774051029400684,0.066461277505640015,0.06655161939746812,0.19150866976150882,0.002601094295896389,0.0025932428644953598,0.17887987212571266,0.067243219644081198,0.066906317316552943,0.067018094491820834,0.19496338812341962,0.0024493341942530833,0.064473165467184956,0.065652918302229857,0.1750635042225992,0.19672742326064618,0.056029882111202967,0.0020829016832222269,0.064741935544876839,0.19398029373238945,0.17378170293180639
deputy,0.059422753831207209,0.0018568645294980701,0.16298748963620235,0.1629451540098581,0.1648117030941102,0.16611143285728902,0.0018923562734349808,0.15953668570923896,0.059061168318239488,0.059347729740169108,0.17772939158237133,0.0020026990147851143,0.001963025101118121,0.16275788464463692,0.059391210473969891,0.058970743936457626,0.059866169126151725,0.17682154223473334,0.0021996221450851783,0.060087494814556663,0.060359618670618009,0.1593730731922971,0.16517951396015595,0.050340227302723251,0.0018350214460222114,0.05943679025927151,0.17658191492265773,0.16049019581849888
der,0.061682733141736334,0.0018312013184272891,0.18570112863781951,0.18477609651865934,0.19546423445570915,0.19214543246045135,0.0025857924787421327,0.18423320741895055,0.06240776628852418,0.062565346334676919,0.20889945979101132,0.0022123632662505166,0.0023325353798128168,0.18655513205812513,0.061353682925460173,0.063047827461899186,0.060667998752763741,0.20691203757535603,0.0022261609208437116,0.06464346158714096,0.063676695399922711,0.18565624273571513,0.19271591339951222,0.062084027457145363,0.0021400314455740643,0.064794303142175824,0.20730968081488677,0.18661971719873705
derived,0.075865685261046201,0.0023750986736114088,0.20998381177255065,0.20703633332208438,0.2207651803976689,0.21833927179373602,0.0028465402246744542,0.19796685226659727,0.074466255787899005,0.076469123518081439,0.22405200328512354,0.0031982190749421102,0.002760245586794996,0.21016464347621444,0.07572402742298856,0.074665842254669434,0.077565445019150747,0.22599123732650905,0.0032953976419020092,0.073381146165588773,0.075106551312462799,0.19928573773423808,0.21894372453357525,0.05741651878915921,0.0031097374511043219,0.073398670589596815,0.22623517493139877,0.19874475525364854
des,0.059388941870584966,0.0020417722857620779,0.16711725373187647,0.16807154479479769,0.1861204255270581,0.18828130321073178,0.0023516505261882426,0.16866016185693067,0.059465908101915987,0.060067555187507171,0.1827388064984522,0.0024403787213173045,0.0023574820863629942,0.16548568313617162,0.059824500968063465,0.060212608343539586,0.059754888263918504,0.18155721892494192,0.0024498237513174148,0.061232746837712515,0.061469731572773467,0.16851082097585002,0.18732912529934498,0.061323503187265649,0.002162288517990274,0.061715888412557818,0.18143805684473646,0.17051713897895926
descendants,0.062130102336364512,0.0016071997131037463,0.17593115744359933,0.17630415177828018,0.19469282213863559,0.19402958077051247,0.0019204509302089834,0.16767467885365117,0.061625763156179403,0.060591314358067749,0.1864482259793715,0.0024701422551154373,0.0022674876978386882,0.1762998859422672,0.0603086884556856,0.060074414137569865,0.060726680190515747,0.1849915998470204,0.0022727988580173442,0.062484575104417184,0.060969472575788886,0.16777411483416027,0.19283505551880653,0.061332967355164025,0.0018096653421502129,0.060846612807794465,0.18562299169402119,0.16959136582872325
describe,0.070186356911075221,0.0022241984954287641,0.15542312035242323,0.15765481797772918,0.19290848791702075,0.19442383222521398,0.0030045404225852446,0.17710919902184619,0.070738758273169111,0.073203035551393181,0.1797231417773768,0.0034296003145990461,0.0027914895668254003,0.1531826357010112,0.071201598021364831,0.073642863233017053,0.070531109252896851,0.18240906333080698,0.0031820679523270057,0.070532465225155327,0.070910189920927902,0.17699906911580887,0.19246761741287699,0.057082711628391514,0.0026608093322669779,0.073375307895625852,0.18323429569939864,0.17521272453901149
described,0.060531682240809848,0.0014413083472857302,0.11151690066132502,0.11330570166175646,0.12812274782967015,0.12900100292963568,0.0017828114040191467,0.11545823081460449,0.060841895161590331,0.061217225861494473,0.12055955832625997,0.0019975064159990508,0.0021870723855660357,0.11272019297445457,0.061123650951826591,0.061548981580607398,0.061003575060176951,0.12023927910255905,0.001963207106122411,0.06053366849934072,0.06116270836797566,0.11575520155113705,0.12693038612274732,0.053209263286206898,0.0016962799334327983,0.061422676710695123,0.11990421724813982,0.11749308275143533
describes,0.072415133411544486,0.0020767908138142888,0.16266479629381625,0.1645660301475711,0.17537308624610781,0.17472090871552193,0.0023272623458581165,0.16320699977397368,0.07167630317159257,0.072066893627379058,0.19218738167468441,0.0026386183841830002,0.0025195727004250212,0.16378422821002947,0.071609626435923612,0.07141043178887807,0.072019473276124346,0.18998828321972994,0.0027110520379471925,0.072290452710920383,0.072279441108370812,0.16449366789408604,0.17313037635782869,0.057560219867691442,0.0023927160436439943,0.071907457931838947,0.192810886255397,0.16366765971034647
describing,0.070554017518846046,0.0025050479297370476,0.17956275668808008,0.18143714204645256,0.19965618044002231,0.19977883395983265,0.0030088076299950028,0.18479568213233466,0.070699244084932555,0.071481945256325452,0.19846354944955236,0.0034009506942984657,0.0029700606911697847,0.17978341575059587,0.070125848081232123,0.072381500582431535,0.069995977199896142,0.19684313360125349,0.0029708014579926667,0.071421917993656603,0.071275012085417422,0.18506608676175584,0.19845022216067432,0.056125746929890141,0.0028694755110438841,0.072099053446180172,0.19820924136941842,0.18710480420910403
description,0.072136115857655336,0.0022773025418114656,0.16544155739684752,0.16624717897929553,0.18455695514618953,0.18753805594553652,0.0025789706200576301,0.17970885202877784,0.070387792669769134,0.073005807994850458,0.19277988523312128,0.0029365937252163743,0.0027390809298912799,0.16476714606230558,0.070820713416641978,0.071474747647526926,0.072447080532339947,0.19298588136369299,0.002667704342864452,0.070572560859330946,0.071236927497867142,0.18223271908276861,0.18405009809415063,0.06897216817951668,0.0026298892715405087,0.071485763261612267,0.1962944689710131,0.18035100795535064
desert,0.059498475265174711,0.002049459553060351,0.19341410865656072,0.19471289099451949,0.21079597954317997,0.21419640001282136,0.0025674610846674328,0.19816578989831835,0.060406901645953082,0.057885297555225756,0.20733308969805275,0.0027083264484495384,0.0023395205665399654,0.18986840377796232,0.060003456224437035,0.05904213822200266,0.059099727101350918,0.20684004438507342,0.0029432981242312195,0.059320356351238113,0.059297567610706592,0.19805443530292943,0.21303176524783662,0.057322054439989834,0.0023654729618216574,0.058021680801544573,0.20730285708572427,0.20012414619076224
design,0.065353341537952692,0.0015342677665652893,0.12359076044547535,0.12455776305157751,0.14413498977491013,0.14227126142340973,0.0018981261813376671,0.11678466872672399,0.06520410933123244,0.066556584830459231,0.14095940882237046,0.0020455156654934914,0.0022880164156101612,0.12529577339519238,0.064640770040259254,0.06645451666354818,0.064972391253178552,0.14037157562733271,0.0020480601216315009,0.065753066864326359,0.065417386102831876,0.1153552090851091,0.13979890106509185,0.058546664348795407,0.001856937796320679,0.066769935908842393,0.13981000229348117,0.11588706469765475
"design,",0.072959820164872902,0.0021118887448627888,0.17873592000958405,0.17880880337005545,0.187175448491677,0.1866800153217697,0.0027271251687146503,0.17412159226023105,0.073467788051595817,0.071855270510143954,0.2022544005465482,0.002644184605433475,0.002826736160054466,0.18071297272129649,0.072608775701898831,0.072357197128619322,0.072247507159637681,0.20495667384006888,0.002663226712806499,0.072293453870049929,0.071543248236002666,0.17539649288436432,0.18515624897654748,0.054940555538272262,0.0026276603741969273,0.070835805929787332,0.20446709297061449,0.17281996046887615
design.,0.070539432353694642,0.0018683681209015202,0.17265398887886285,0.17230166231769395,0.19428723089224087,0.1959730577910368,0.0022551712475034069,0.19236369552457189,0.07138708688169304,0.069620533389103456,0.20335194711376714,0.0025188412820745798,0.0024361503709767751,0.17022653053610504,0.070908572382426982,0.070311244739621692,0.070377806238767771,0.20378935075007754,0.0022550917074704024,0.070956778860351677,0.070371802535609373,0.19459226975519051,0.19520566695914732,0.05678316576368192,0.0022504780017237325,0.069385654695472976,0.20518274613701692,0.19462793578119175
designated,0.075350878979312252,0.0025189868500503643,0.1559251581809985,0.15708201632367225,0.17782178176487162,0.17855747991740334,0.0028910122394180116,0.1677139287155186,0.0741017036945536,0.074756783501751967,0.17917764228275979,0.0031836479225842984,0.0029493320091272812,0.15498435475182804,0.073361228521363064,0.073666017699931308,0.07451154764145862,0.18208121137869859,0.0030572162860369456,0.073147855352798108,0.072599930468588703,0.16709647966876884,0.17767863030266606,0.052095691020222601,0.0028492818142202836,0.072365093341513753,0.1809522524699998,0.16656707073343724
designed,0.066388287175577432,0.001800311175859215,0.10744039870427868,0.10774863322560202,0.13375354033688958,0.13554113066527673,0.0015649634528199785,0.11503968438566992,0.06563396944844635,0.065174249164989595,0.11769349057920109,0.0021307033665083353,0.0019132335143969836,0.10589753211885011,0.065092496112424847,0.064341166338590439,0.066069470947863307,0.11711190927249671,0.0019749036294457456,0.06593967439628956,0.065671349371806853,0.11501782553541096,0.13393571871284637,0.047173496606340293,0.0018573133431289968,0.064373988800491722,0.11745765532823305,0.11637836446717709
