,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit2
,sgns_rand_pinit4,sgns_rand_pinit3,sgns_rand_pinit4
,,,
lori,1.0000000000000004,1.0000001192092896,1.0000001192092896
lorient,1,1,1
lorna,1.0000000000000004,1.0000002384185791,1.0000002384185791
lorne,1,0.99999994039535522,0.99999994039535522
lorraine,1,1.0000002384185791,1.0000002384185791
lorry,1.0000000000000004,1,1
los,1,1,1
lose,1.0000000000000004,0.9999997615814209,0.9999997615814209
loser,1,0.99999988079071045,0.99999988079071045
losers,1,1,1
loses,0.99999999999999978,0.99999994039535522,0.99999994039535522
losing,1.0000000000000002,1,1
loss,1,0.9999997615814209,0.9999997615814209
losses,1.0000000000000002,0.99999994039535522,0.99999994039535522
lost,1.0000000000000002,1,1
lot,0.99999999999999978,1,1
lothar,0.99999999999999989,1.0000001192092896,1.0000001192092896
lothian,0.99999999999999889,1,1
lots,1.0000000000000004,0.99999982118606567,0.99999982118606567
lott,1.0000000000000004,1.0000001192092896,1.0000001192092896
lotte,0.99999999999999956,0.99999988079071045,0.99999988079071045
lottery,1.0000000000000002,1,1
lotus,1.0000000000000004,1,1
lou,0.99999999999999989,1.0000002384185791,1.0000002384185791
loud,1.0000000000000004,1,1
louder,1.0000000000000004,0.99999982118606567,0.99999982118606567
loudly,1.0000000000000004,1.0000002384185791,1.0000002384185791
loudon,1.0000000000000009,1,1
loudoun,1.0000000000000004,1.0000001192092896,1.0000001192092896
lough,1.0000000000000004,0.99999994039535522,0.99999994039535522
loughborough,1.0000000000000002,0.99999988079071045,0.99999988079071045
louie,0.99999999999999967,1,1
louis,1,1.0000001192092896,1.0000001192092896
louisa,0.99999999999999978,1,1
louise,1,1.0000002384185791,1.0000002384185791
louisiana,1.0000000000000004,1.0000001192092896,1.0000001192092896
louisville,1.0000000000000004,1.0000001192092896,1.0000001192092896
lounge,1,0.99999988079071045,0.99999988079071045
lounges,1.0000000000000004,1,1
lourdes,1,0.99999988079071045,0.99999988079071045
louth,0.99999999999999956,1,1
louvain,0.99999999999999967,0.99999988079071045,0.99999988079071045
louvre,1,1,1
lovato,0.99999999999999967,1,1
love,1,0.99999988079071045,0.99999988079071045
love's,1.0000000000000007,0.99999988079071045,0.99999988079071045
lovecraft,0.99999999999999978,0.9999997615814209,0.9999997615814209
loved,1,1,1
lovelace,1.0000000000000004,1.0000001192092896,1.0000001192092896
lovell,1.0000000000000007,0.99999994039535522,0.99999994039535522
lovely,0.99999999999999989,1.0000001192092896,1.0000001192092896
lover,0.99999999999999967,1,1
lovers,1,1.0000001192092896,1.0000001192092896
loves,1,1.0000002384185791,1.0000002384185791
lovett,1.0000000000000004,0.99999988079071045,0.99999988079071045
lovin,1.0000000000000007,0.9999997615814209,0.9999997615814209
loving,1.0000000000000004,1.0000001192092896,1.0000001192092896
low,0.99999999999999967,0.9999997615814209,0.9999997615814209
low-budget,0.99999999999999978,1.0000001192092896,1.0000001192092896
low-cost,0.99999999999999989,0.99999994039535522,0.99999994039535522
low-income,1.0000000000000002,0.9999997615814209,0.9999997615814209
low-key,0.99999999999999967,1.0000001192092896,1.0000001192092896
low-level,1.0000000000000002,1,1
low-lying,1,1,1
low-power,1,0.99999994039535522,0.99999994039535522
lowe,1.0000000000000002,0.9999997615814209,0.9999997615814209
lowe's,0.99999999999999978,0.99999988079071045,0.99999988079071045
lowell,1.0000000000000004,1.0000001192092896,1.0000001192092896
lower,1,0.99999964237213135,0.99999964237213135
lowered,0.99999999999999967,1.0000001192092896,1.0000001192092896
lowering,0.99999999999999989,0.99999994039535522,0.99999994039535522
lowers,0.99999999999999989,1.0000001192092896,1.0000001192092896
lowest,0.99999999999999967,1.0000001192092896,1.0000001192092896
lowland,0.99999999999999978,1.0000001192092896,1.0000001192092896
lowlands,1.0000000000000002,1.0000002384185791,1.0000002384185791
lowly,0.99999999999999989,1.0000001192092896,1.0000001192092896
lowndes,1.0000000000000004,0.99999988079071045,0.99999988079071045
lowry,1.0000000000000004,0.99999988079071045,0.99999988079071045
lows,0.99999999999999956,1.0000001192092896,1.0000001192092896
loy,1,1.0000001192092896,1.0000001192092896
loyal,1,1.0000001192092896,1.0000001192092896
loyalist,0.99999999999999956,0.99999994039535522,0.99999994039535522
loyalists,1.0000000000000002,1,1
loyalties,1.0000000000000004,1,1
loyalty,1,1,1
loyola,1.0000000000000004,1.0000001192092896,1.0000001192092896
lozano,0.99999999999999989,1,1
lp,1.0000000000000004,1,1
lpez,1,1,1
lpga,1,0.99999994039535522,0.99999994039535522
lps,1.0000000000000004,1,1
lrt,0.99999999999999978,1.0000001192092896,1.0000001192092896
ls,1,1,1
lsd,1,0.99999988079071045,0.99999988079071045
lse,1,1,1
lsu,1,1,1
lszl,0.99999999999999956,0.99999988079071045,0.99999988079071045
lt,1,0.99999982118606567,0.99999982118606567
ltd,1.0000000000000004,0.99999994039535522,0.99999994039535522
lte,1,1,1
ltte,1.0000000000000002,1,1
lu,1,1.0000002384185791,1.0000002384185791
luanda,0.99999999999999978,1.0000002384185791,1.0000002384185791
luang,1.0000000000000004,0.99999988079071045,0.99999988079071045
lubbock,1,1,1
lublin,1.0000000000000002,1.0000002384185791,1.0000002384185791
lubrication,1.0000000000000002,1.0000001192092896,1.0000001192092896
lubusz,1,0.99999988079071045,0.99999988079071045
luc,1.0000000000000009,1,1
luca,1.0000000000000004,1,1
lucas,0.99999999999999978,1,1
lucca,0.99999999999999944,1.0000001192092896,1.0000001192092896
luce,0.99999999999999978,1,1
lucerne,1.0000000000000002,1.0000001192092896,1.0000001192092896
lucha,1.0000000000000002,1,1
lucia,0.99999999999999967,1.0000001192092896,1.0000001192092896
lucian,1.0000000000000002,1,1
luciano,1,0.99999988079071045,0.99999988079071045
lucid,1.0000000000000002,1,1
lucie,1,1.0000001192092896,1.0000001192092896
lucien,1.0000000000000004,1,1
lucifer,1.0000000000000002,0.99999994039535522,0.99999994039535522
lucille,1.0000000000000009,1,1
lucius,1.0000000000000004,1.0000002384185791,1.0000002384185791
luck,1,1.0000001192092896,1.0000001192092896
luckily,1,0.99999988079071045,0.99999988079071045
lucknow,1.0000000000000002,0.99999988079071045,0.99999988079071045
lucky,0.99999999999999989,1.0000001192092896,1.0000001192092896
lucrative,1,0.99999988079071045,0.99999988079071045
lucy,0.99999999999999989,1.0000001192092896,1.0000001192092896
ludhiana,0.99999999999999967,0.99999994039535522,0.99999994039535522
ludlow,1.0000000000000002,1,1
ludwig,1.0000000000000004,1.0000002384185791,1.0000002384185791
luftwaffe,0.99999999999999978,0.99999988079071045,0.99999988079071045
lugano,1,0.99999994039535522,0.99999994039535522
luge,1,1,1
luger,0.99999999999999933,1.0000001192092896,1.0000001192092896
luggage,1,0.9999997615814209,0.9999997615814209
lugo,1.0000000000000004,0.99999982118606567,0.99999982118606567
luhansk,1.0000000000000002,0.99999988079071045,0.99999988079071045
lui,0.99999999999999989,1,1
luigi,1.0000000000000004,1.0000001192092896,1.0000001192092896
luis,1,1,1
luisa,1.0000000000000004,0.99999988079071045,0.99999988079071045
luiz,1,0.99999988079071045,0.99999988079071045
luk,0.99999999999999978,1,1
luka,1.0000000000000004,1,1
lukas,1.0000000000000004,0.99999988079071045,0.99999988079071045
luke,1.0000000000000004,1,1
luke's,1.0000000000000007,1,1
lukewarm,1.0000000000000002,1,1
lull,1,0.99999988079071045,0.99999988079071045
lullaby,1.0000000000000004,1.0000002384185791,1.0000002384185791
lulu,1.0000000000000004,1,1
lumber,1,1,1
lumen,1,1.0000001192092896,1.0000001192092896
luminaries,1,1,1
luminosity,1.0000000000000002,1.0000002384185791,1.0000002384185791
luminous,1.0000000000000002,1.0000002384185791,1.0000002384185791
lump,1,0.99999994039535522,0.99999994039535522
lumpur,1.0000000000000002,1,1
luna,0.99999999999999944,1.0000001192092896,1.0000001192092896
lunar,0.99999999999999967,1,1
lunatic,1.0000000000000002,1.0000001192092896,1.0000001192092896
lunch,1,1,1
luncheon,0.99999999999999989,0.99999988079071045,0.99999988079071045
lunches,0.99999999999999978,0.99999988079071045,0.99999988079071045
lund,1,0.99999994039535522,0.99999994039535522
lung,1.0000000000000002,0.99999988079071045,0.99999988079071045
lungs,1,0.9999997615814209,0.9999997615814209
luo,0.99999999999999933,0.99999988079071045,0.99999988079071045
luoyang,1,1,1
lupe,0.99999999999999978,0.99999988079071045,0.99999988079071045
lupus,1,1,1
lure,1,1.0000001192092896,1.0000001192092896
lured,1,1,1
lures,0.99999999999999967,1,1
lus,1,1,1
lush,0.99999999999999967,1.0000002384185791,1.0000002384185791
lust,1,1.0000001192092896,1.0000001192092896
lute,1.0000000000000004,1.0000001192092896,1.0000001192092896
luther,0.99999999999999956,1.0000001192092896,1.0000001192092896
lutheran,1.0000000000000004,0.99999988079071045,0.99999988079071045
lutherans,0.99999999999999956,0.99999994039535522,0.99999994039535522
luthor,0.99999999999999978,0.99999988079071045,0.99999988079071045
luton,0.99999999999999956,0.9999997615814209,0.9999997615814209
lutz,1.0000000000000002,0.99999982118606567,0.99999982118606567
lux,1,1,1
luxembourg,0.99999999999999956,0.99999988079071045,0.99999988079071045
luxurious,0.99999999999999989,1,1
luxury,1.0000000000000002,0.99999982118606567,0.99999982118606567
luz,1,1,1
luzerne,1,0.99999994039535522,0.99999994039535522
luzon,0.99999999999999989,0.99999982118606567,0.99999982118606567
lvarez,1.0000000000000002,0.99999988079071045,0.99999988079071045
lvaro,1.0000000000000002,1.0000002384185791,1.0000002384185791
lviv,1,0.99999988079071045,0.99999988079071045
lww,1,1.0000001192092896,1.0000001192092896
lycaenidae,1,1.0000001192092896,1.0000001192092896
lyce,0.99999999999999933,1,1
lyceum,0.99999999999999967,1,1
lycoming,1,0.99999994039535522,0.99999994039535522
lydia,1.0000000000000004,1,1
lying,1,1,1
lyle,1,1.0000002384185791,1.0000002384185791
lyman,0.99999999999999956,0.99999988079071045,0.99999988079071045
lyme,1.0000000000000004,1,1
lymph,1,1,1
lymphocytes,1,1.0000002384185791,1.0000002384185791
lymphoma,0.99999999999999944,1,1
lyn,0.99999999999999956,1,1
lynch,0.99999999999999978,1,1
lynch's,1,0.9999997615814209,0.9999997615814209
lynchburg,1,1,1
lynda,0.99999999999999933,0.9999997615814209,0.9999997615814209
lyndon,1,0.99999964237213135,0.99999964237213135
lynn,0.99999999999999967,0.99999988079071045,0.99999988079071045
lynne,1.0000000000000004,1,1
lynx,1,1,1
lyon,1.0000000000000004,1,1
lyons,1.0000000000000004,1.0000001192092896,1.0000001192092896
lyric,0.99999999999999989,0.99999988079071045,0.99999988079071045
lyrical,0.99999999999999933,1.0000001192092896,1.0000001192092896
lyrically,1,1,1
lyricist,1.0000000000000002,1,1
lyrics,0.99999999999999956,0.99999994039535522,0.99999994039535522
lysine,1.0000000000000002,0.99999994039535522,0.99999994039535522
lyttelton,1,1,1
m,1,1,1
m.a,0.99999999999999967,0.99999982118606567,0.99999982118606567
m.d,0.99999999999999978,0.99999994039535522,0.99999994039535522
m.p,0.99999999999999967,0.9999997615814209,0.9999997615814209
m.s,0.99999999999999978,0.99999994039535522,0.99999994039535522
m.sc,0.99999999999999933,0.99999982118606567,0.99999982118606567
m/s,0.99999999999999989,0.99999994039535522,0.99999994039535522
m1,1,0.99999988079071045,0.99999988079071045
m2,0.99999999999999956,0.99999994039535522,0.99999994039535522
m3,1.0000000000000002,1,1
m4,0.99999999999999989,0.99999994039535522,0.99999994039535522
m5,1,1,1
m6,0.99999999999999989,1.0000001192092896,1.0000001192092896
ma,1.0000000000000004,0.99999988079071045,0.99999988079071045
maa,0.99999999999999944,0.99999988079071045,0.99999988079071045
maarten,0.99999999999999978,0.99999994039535522,0.99999994039535522
maas,0.99999999999999989,1,1
maastricht,0.99999999999999989,1,1
mabel,1,0.99999988079071045,0.99999988079071045
mac,0.99999999999999978,0.99999988079071045,0.99999988079071045
macabre,1.0000000000000004,1.0000002384185791,1.0000002384185791
macarthur,0.99999999999999956,1,1
macau,1.0000000000000004,1,1
macaulay,1.0000000000000004,1,1
macbeth,1.0000000000000004,1,1
maccabi,1,1.0000001192092896,1.0000001192092896
macclesfield,0.99999999999999978,1.0000002384185791,1.0000002384185791
macdonald,0.99999999999999933,1,1
mace,0.99999999999999967,0.99999964237213135,0.99999964237213135
macedon,0.99999999999999978,1,1
macedonia,1.0000000000000004,1.0000002384185791,1.0000002384185791
macedonian,1.0000000000000002,1.0000001192092896,1.0000001192092896
macedonians,0.99999999999999933,1,1
macfarlane,1,1.0000001192092896,1.0000001192092896
macgregor,1.0000000000000007,1.0000001192092896,1.0000001192092896
mach,1.0000000000000002,1,1
machado,0.99999999999999989,1,1
machine,0.99999999999999956,0.9999997615814209,0.9999997615814209
machine-gun,1.0000000000000002,1,1
machinery,1,0.99999994039535522,0.99999994039535522
machines,1.0000000000000004,0.99999988079071045,0.99999988079071045
machining,1.0000000000000002,1.0000001192092896,1.0000001192092896
macho,1.0000000000000002,1.0000002384185791,1.0000002384185791
macintosh,1.0000000000000002,1,1
mack,1.0000000000000004,1,1
mackay,0.99999999999999978,0.99999982118606567,0.99999982118606567
mackenzie,1,0.99999994039535522,0.99999994039535522
mackey,1.0000000000000004,0.99999988079071045,0.99999988079071045
mackie,1,1.0000001192092896,1.0000001192092896
mackinac,0.99999999999999989,1,1
mackinnon,0.99999999999999933,1.0000002384185791,1.0000002384185791
mackintosh,1,0.99999988079071045,0.99999988079071045
maclean,0.99999999999999989,1,1
macleod,1.0000000000000002,0.99999994039535522,0.99999994039535522
macmillan,0.99999999999999978,1.0000001192092896,1.0000001192092896
macomb,1.0000000000000002,1,1
macon,0.99999999999999967,1.0000001192092896,1.0000001192092896
macos,0.99999999999999989,1.0000002384185791,1.0000002384185791
macpherson,1.0000000000000002,0.99999994039535522,0.99999994039535522
macquarie,1.0000000000000013,1.0000001192092896,1.0000001192092896
macro,0.99999999999999956,0.99999994039535522,0.99999994039535522
macroeconomic,1.0000000000000002,0.99999994039535522,0.99999994039535522
macrophages,1,0.99999988079071045,0.99999988079071045
macroscopic,1,1.0000001192092896,1.0000001192092896
macy,1,1.0000001192092896,1.0000001192092896
macy's,1.0000000000000004,1,1
mad,1,1,1
madagascar,0.99999999999999956,1.0000002384185791,1.0000002384185791
madam,1.0000000000000007,1,1
madame,1,1,1
madan,1.0000000000000002,1.0000002384185791,1.0000002384185791
madden,0.99999999999999978,0.99999988079071045,0.99999988079071045
maddie,1,1,1
maddox,1.0000000000000011,1.0000002384185791,1.0000002384185791
made,0.99999999999999967,0.99999994039535522,0.99999994039535522
made-for-television,0.99999999999999933,1,1
made-for-tv,0.99999999999999978,0.99999988079071045,0.99999988079071045
madeira,0.99999999999999967,1.0000003576278687,1.0000003576278687
madeleine,0.99999999999999933,0.9999997615814209,0.9999997615814209
madeline,1,0.99999988079071045,0.99999988079071045
mademoiselle,1.0000000000000004,1.0000001192092896,1.0000001192092896
madero,1.0000000000000004,0.99999988079071045,0.99999988079071045
madge,1.0000000000000002,0.9999997615814209,0.9999997615814209
madhu,0.99999999999999978,0.99999988079071045,0.99999988079071045
madhya,1,0.99999988079071045,0.99999988079071045
madison,1.0000000000000004,1,1
madman,1.0000000000000004,1,1
madness,0.99999999999999956,0.9999997615814209,0.9999997615814209
madonna,1,1,1
madonna's,1.0000000000000002,0.99999988079071045,0.99999988079071045
madras,0.99999999999999989,1.0000001192092896,1.0000001192092896
madre,1,1.0000001192092896,1.0000001192092896
madrid,0.99999999999999978,1,1
madrigal,1.0000000000000004,0.99999988079071045,0.99999988079071045
madsen,0.99999999999999956,1.0000001192092896,1.0000001192092896
madurai,0.99999999999999978,1,1
mae,1.0000000000000002,1,1
maestro,0.99999999999999978,1,1
mafia,1,1.0000001192092896,1.0000001192092896
mag,0.99999999999999933,1.0000001192092896,1.0000001192092896
magazine,0.99999999999999989,1,1
magazine's,1,0.99999988079071045,0.99999988079071045
magazines,1.0000000000000004,1.0000003576278687,1.0000003576278687
magdalen,0.99999999999999956,1,1
magdalena,1,0.9999997615814209,0.9999997615814209
magdalene,1,1,1
magdeburg,0.99999999999999978,1.0000002384185791,1.0000002384185791
mage,0.99999999999999967,1.0000001192092896,1.0000001192092896
magee,1.0000000000000002,1,1
magellan,1,0.99999994039535522,0.99999994039535522
magenta,1.0000000000000004,0.99999994039535522,0.99999994039535522
maggie,1,0.9999997615814209,0.9999997615814209
maggiore,1,1.0000001192092896,1.0000001192092896
magi,0.99999999999999978,1.0000002384185791,1.0000002384185791
magic,0.99999999999999933,1,1
magical,0.99999999999999989,0.99999982118606567,0.99999982118606567
magician,1.0000000000000002,1,1
magicians,1.0000000000000007,1.0000002384185791,1.0000002384185791
magister,0.99999999999999911,0.99999988079071045,0.99999988079071045
magistrate,1.0000000000000004,1,1
magistrates,1,1.0000001192092896,1.0000001192092896
magma,1.0000000000000004,1,1
magna,0.99999999999999944,1,1
magnate,1.0000000000000004,1.0000001192092896,1.0000001192092896
magnates,1,1,1
magnesium,1.0000000000000002,0.99999988079071045,0.99999988079071045
magnet,1,0.99999994039535522,0.99999994039535522
magnetic,1,1.0000001192092896,1.0000001192092896
magnetism,0.99999999999999933,0.99999988079071045,0.99999988079071045
magneto,0.99999999999999978,1,1
magnets,0.99999999999999989,0.99999994039535522,0.99999994039535522
magnificent,1,0.9999997615814209,0.9999997615814209
magnitude,1,1.0000001192092896,1.0000001192092896
magnolia,1,1,1
magnum,0.99999999999999978,1.0000001192092896,1.0000001192092896
magnus,1.0000000000000002,1.0000001192092896,1.0000001192092896
magpies,1.0000000000000004,0.99999994039535522,0.99999994039535522
maguire,0.99999999999999989,1,1
magyar,1.0000000000000004,1.0000001192092896,1.0000001192092896
mah,1.0000000000000002,1.0000002384185791,1.0000002384185791
maha,1,0.99999994039535522,0.99999994039535522
mahabharata,0.99999999999999978,1.0000001192092896,1.0000001192092896
mahal,1,0.9999997615814209,0.9999997615814209
maharaj,0.99999999999999978,1.0000001192092896,1.0000001192092896
maharaja,1.0000000000000002,0.99999994039535522,0.99999994039535522
maharashtra,0.99999999999999956,0.99999982118606567,0.99999982118606567
maharishi,1.0000000000000002,1.0000001192092896,1.0000001192092896
mahatma,0.99999999999999978,0.99999994039535522,0.99999994039535522
mahayana,1,0.99999970197677612,0.99999970197677612
mahdi,1,1.0000001192092896,1.0000001192092896
mahendra,1,0.99999988079071045,0.99999988079071045
maher,0.99999999999999944,0.99999994039535522,0.99999994039535522
mahesh,1,1,1
mahindra,1.0000000000000009,1,1
mahler,1,1,1
mahmoud,0.99999999999999956,1.0000001192092896,1.0000001192092896
mahmud,1,1.0000001192092896,1.0000001192092896
mahogany,1.0000000000000004,1,1
mahon,1,1,1
mahoney,1,1,1
mai,0.99999999999999978,0.99999994039535522,0.99999994039535522
maia,0.99999999999999956,1.0000002384185791,1.0000002384185791
maid,1.0000000000000004,1,1
maiden,0.99999999999999956,1,1
maidens,1.0000000000000004,0.99999994039535522,0.99999994039535522
maids,0.99999999999999911,1.0000001192092896,1.0000001192092896
maidstone,0.99999999999999922,0.99999988079071045,0.99999988079071045
mail,0.99999999999999989,1,1
mailed,0.99999999999999978,1,1
mailing,0.99999999999999933,0.99999988079071045,0.99999988079071045
maimonides,1,0.99999988079071045,0.99999988079071045
main,0.99999999999999989,1.0000002384185791,1.0000002384185791
maine,1.0000000000000009,1.0000002384185791,1.0000002384185791
mainframe,0.99999999999999956,0.99999994039535522,0.99999994039535522
mainland,0.99999999999999989,0.99999994039535522,0.99999994039535522
mainline,0.99999999999999956,1,1
mainly,1.0000000000000004,0.99999994039535522,0.99999994039535522
mains,0.99999999999999944,1,1
mainstay,1.0000000000000004,1.0000002384185791,1.0000002384185791
mainstream,1.0000000000000002,1,1
maintain,0.99999999999999956,0.99999994039535522,0.99999994039535522
maintained,0.99999999999999989,1.0000002384185791,1.0000002384185791
maintaining,1.0000000000000007,0.99999982118606567,0.99999982118606567
maintains,1.0000000000000004,1,1
maintenance,0.99999999999999944,1,1
mainz,0.99999999999999978,1,1
mair,0.99999999999999967,0.99999994039535522,0.99999994039535522
maison,0.99999999999999978,0.99999988079071045,0.99999988079071045
maitland,1,1.0000001192092896,1.0000001192092896
maize,0.99999999999999922,0.99999994039535522,0.99999994039535522
maj,1,0.99999988079071045,0.99999988079071045
majestic,0.99999999999999978,1,1
majesty,1,1,1
majesty's,0.99999999999999989,0.99999994039535522,0.99999994039535522
majid,0.99999999999999978,1.0000001192092896,1.0000001192092896
majlis,0.99999999999999944,1.0000001192092896,1.0000001192092896
major,1,1,1
major-general,0.99999999999999989,1.0000001192092896,1.0000001192092896
majorca,1,1,1
majored,1,0.99999988079071045,0.99999988079071045
majoring,1.0000000000000004,0.99999988079071045,0.99999988079071045
majorities,1,1,1
majority,0.99999999999999978,1.0000001192092896,1.0000001192092896
majors,0.99999999999999956,1.0000001192092896,1.0000001192092896
mak,0.99999999999999967,0.99999988079071045,0.99999988079071045
makati,1,0.99999982118606567,0.99999982118606567
make,1,0.99999982118606567,0.99999982118606567
make-up,1,1,1
makeover,1,1,1
maker,1.0000000000000002,1,1
makers,1.0000000000000002,1,1
makes,1,1,1
makeshift,0.99999999999999978,1.0000003576278687,1.0000003576278687
makeup,1,1,1
maki,1.0000000000000002,1.0000001192092896,1.0000001192092896
making,1,1,1
mako,0.99999999999999978,0.99999982118606567,0.99999982118606567
makoto,1,1.0000002384185791,1.0000002384185791
mal,1.0000000000000004,0.99999994039535522,0.99999994039535522
mala,1,1,1
malabar,1.0000000000000004,0.99999988079071045,0.99999988079071045
malacca,1,1,1
malagasy,1.0000000000000002,1,1
malankara,0.99999999999999989,1,1
malaria,1,0.99999988079071045,0.99999988079071045
malawi,0.99999999999999967,1.0000001192092896,1.0000001192092896
malay,1.0000000000000002,1.0000002384185791,1.0000002384185791
malaya,0.99999999999999911,1.0000001192092896,1.0000001192092896
malayalam,1.0000000000000009,0.99999982118606567,0.99999982118606567
malayan,1.0000000000000002,0.99999982118606567,0.99999982118606567
malays,1.0000000000000002,0.99999988079071045,0.99999988079071045
malaysia,1,1,1
malaysia's,1.0000000000000004,0.99999982118606567,0.99999982118606567
malaysian,0.99999999999999989,1,1
malcolm,1,0.99999994039535522,0.99999994039535522
malden,1,1.0000001192092896,1.0000001192092896
maldives,0.99999999999999978,1,1
maldonado,1,1,1
male,0.99999999999999933,1,1
males,1.0000000000000002,1,1
malevolent,1,0.99999988079071045,0.99999988079071045
malfunction,0.99999999999999978,0.99999988079071045,0.99999988079071045
mali,0.99999999999999967,1,1
malian,0.99999999999999911,1,1
malibu,1.0000000000000002,1,1
malice,0.99999999999999978,1,1
malicious,0.99999999999999989,0.99999988079071045,0.99999988079071045
malignant,0.99999999999999978,1,1
malik,0.99999999999999978,0.99999994039535522,0.99999994039535522
mall,0.99999999999999967,0.9999997615814209,0.9999997615814209
mallard,0.99999999999999944,1,1
mallee,1.0000000000000002,1,1
mallet,1.0000000000000002,1,1
mallorca,1.0000000000000002,0.99999988079071045,0.99999988079071045
mallory,0.99999999999999956,1,1
malls,0.99999999999999978,1.0000001192092896,1.0000001192092896
malm,0.99999999999999967,1,1
malnutrition,0.99999999999999989,1.0000001192092896,1.0000001192092896
malone,1.0000000000000002,1,1
maloney,0.99999999999999956,0.99999988079071045,0.99999988079071045
malt,0.99999999999999944,1,1
malta,0.99999999999999978,1,1
maltese,1.0000000000000004,1,1
malvern,1.0000000000000004,1,1
malware,1,1,1
mama,0.99999999999999956,0.9999997615814209,0.9999997615814209
mambo,1.0000000000000004,1,1
mamluk,1,1,1
mamluks,0.99999999999999989,1,1
mammal,0.99999999999999989,1.0000002384185791,1.0000002384185791
mammalian,1.0000000000000002,0.99999988079071045,0.99999988079071045
mammals,1.0000000000000002,0.99999988079071045,0.99999988079071045
mammoth,1.0000000000000004,1.0000001192092896,1.0000001192092896
man,0.99999999999999978,1.0000001192092896,1.0000001192092896
man's,0.99999999999999978,1,1
man-made,0.99999999999999978,0.99999988079071045,0.99999988079071045
mana,1.0000000000000002,0.99999964237213135,0.99999964237213135
manage,0.99999999999999978,0.99999994039535522,0.99999994039535522
managed,1.0000000000000002,1.0000001192092896,1.0000001192092896
management,0.99999999999999978,1.0000002384185791,1.0000002384185791
manager,1,0.99999994039535522,0.99999994039535522
manager's,1.0000000000000004,0.99999982118606567,0.99999982118606567
managerial,1.0000000000000002,1.0000001192092896,1.0000001192092896
managers,1.0000000000000002,1,1
manages,1,0.99999994039535522,0.99999994039535522
managing,1,1,1
manassas,1.0000000000000004,1,1
mancha,1.0000000000000002,1.0000001192092896,1.0000001192092896
manchester,1,0.99999988079071045,0.99999988079071045
manchu,0.99999999999999967,0.99999988079071045,0.99999988079071045
manchukuo,1,0.9999997615814209,0.9999997615814209
manchuria,1,0.99999988079071045,0.99999988079071045
mancini,1.0000000000000002,1.0000001192092896,1.0000001192092896
mandal,0.99999999999999967,1,1
mandalay,1,0.99999994039535522,0.99999994039535522
mandarin,0.99999999999999956,0.99999988079071045,0.99999988079071045
mandate,0.99999999999999967,1.0000001192092896,1.0000001192092896
mandated,1.0000000000000004,1.0000001192092896,1.0000001192092896
mandates,1,0.99999994039535522,0.99999994039535522
mandatory,1,0.99999982118606567,0.99999982118606567
mandel,1.0000000000000007,1.0000001192092896,1.0000001192092896
mandela,1,0.99999994039535522,0.99999994039535522
mandeville,0.99999999999999956,0.99999988079071045,0.99999988079071045
mandi,0.99999999999999989,0.99999988079071045,0.99999988079071045
mandible,1,0.99999988079071045,0.99999988079071045
mandibles,1.0000000000000004,0.99999988079071045,0.99999988079071045
mandir,1,1.0000001192092896,1.0000001192092896
mandolin,0.99999999999999978,1,1
mandy,1,0.99999994039535522,0.99999994039535522
mane,1.0000000000000004,1,1
maneuver,0.99999999999999978,0.99999982118606567,0.99999982118606567
maneuvering,1.0000000000000002,0.99999994039535522,0.99999994039535522
maneuvers,1.0000000000000004,1.0000002384185791,1.0000002384185791
manfred,1,1.0000001192092896,1.0000001192092896
manga,0.99999999999999989,0.99999994039535522,0.99999994039535522
mangalore,1.0000000000000002,1,1
manganese,0.99999999999999989,1,1
mango,1,1.0000002384185791,1.0000002384185791
mangrove,0.99999999999999956,0.9999997615814209,0.9999997615814209
mangroves,1.0000000000000004,1.0000001192092896,1.0000001192092896
manhattan,1.0000000000000002,1.0000001192092896,1.0000001192092896
manhattan's,1.0000000000000004,1,1
manhood,0.99999999999999989,1,1
mani,1,1.0000001192092896,1.0000001192092896
mania,1.0000000000000002,1.0000001192092896,1.0000001192092896
maniac,0.99999999999999989,1,1
manic,1.0000000000000002,1.0000001192092896,1.0000001192092896
manifest,1.0000000000000002,0.99999994039535522,0.99999994039535522
manifestation,0.99999999999999911,1,1
manifestations,0.99999999999999989,0.99999988079071045,0.99999988079071045
manifested,1.0000000000000004,1,1
manifesto,0.99999999999999956,0.99999994039535522,0.99999994039535522
manifests,0.99999999999999989,1,1
manifold,1.0000000000000002,1,1
manifolds,1.0000000000000002,1.0000002384185791,1.0000002384185791
manila,0.99999999999999989,1,1
manipulate,0.99999999999999989,1,1
manipulated,1.0000000000000009,1,1
manipulates,0.99999999999999944,0.9999997615814209,0.9999997615814209
manipulating,1,1.0000001192092896,1.0000001192092896
manipulation,0.99999999999999978,0.99999994039535522,0.99999994039535522
manipulative,0.99999999999999944,1,1
manipur,1,1,1
manitoba,0.99999999999999956,1,1
mankind,1,1,1
manley,1,1.0000001192092896,1.0000001192092896
manly,0.99999999999999989,1,1
manmohan,1.0000000000000002,1,1
mann,0.99999999999999989,0.99999994039535522,0.99999994039535522
manned,1.0000000000000004,0.99999988079071045,0.99999988079071045
manner,1,0.99999988079071045,0.99999988079071045
manners,0.99999999999999978,0.99999988079071045,0.99999988079071045
mannheim,0.99999999999999989,1,1
manning,1,1.0000001192092896,1.0000001192092896
