rougher	terrain	terrain
prettier	thicker	thicker
prettiest	!	!
softer	than	penetrating
soft	stiff	stiff
softest	!	!
soft	thick	thick
softer	thicker	thicker
softest	!	!
taller	taller	taller
tall	tall	tall
tallest	!	!
tall	thick	tall
taller	taller	taller
tallest	!	!
newer	!	!
new	compatible	compatible
newest	!	!
new	youthful	youthful
newer	ipad	ipad
newest	compatible	compatible
weaker	!	!
weak	stronger	stronger
weakest	!	!
weak	agile	agile
weaker	!	!
weakest	stronger	stronger
longer	!	!
long	shorter	shorter
longest	!	!
long	shortest	shortest
longer	shortest	shortest
longest	shorter	shorter
smarter	!	!
smart	agile	agile
smartest	!	!
smart	agile	agile
smarter	!	!
smartest	!	!
riskier	!	!
risky	agile	agile
riskiest	!	!
risky	agile	agile
riskier	!	!
riskiest	!	!
thicker	!	!
thick	armour	armour
thickest	thin	thin
thick	!	!
thicker	!	!
thickest	richest	richest
bloodier	!	!
bloody	landowner	landowner
bloodiest	ensued	ensued
bloody	!	!
bloodier	!	!
bloodiest	richest	richest
happier	!	!
happy	landowner	landowner
happiest	really	feels
happy	!	!
happier	!	!
happiest	richest	richest
sharper	!	!
sharp	landowner	landowner
sharpest	cuts	cuts
sharp	!	!
sharper	!	!
sharpest	richest	richest
stronger	!	!
strong	weaker	weaker
strongest	strongest	strongest
strong	hurricane	winds
stronger	!	!
strongest	weaker	weaker
classier	!	!
classy	!	!
classiest	!	!
classy	complete	complete
classier	earle	earle
classiest	!	!
lighter	uv	uv
light	heavier	heavier
lightest	!	!
light	complete	complete
lighter	earle	earle
lightest	!	!
gentler	caring	caring
gentle	!	!
gentlest	!	!
gentle	complete	complete
gentler	earle	earle
gentlest	!	!
narrower	slender	slender
narrow	longer	longer
narrowest	!	!
narrow	complete	complete
narrower	earle	earle
narrowest	!	!
livelier	intelligent	intelligent
lively	!	!
liveliest	!	!
lively	complete	complete
livelier	earle	earle
liveliest	!	!
savvier	!	!
savvy	telescopes	telescopes
savviest	!	!
savvy	telescopes	telescopes
savvier	!	!
savviest	!	!
livelier	!	!
lively	telescopes	telescopes
liveliest	!	!
lively	telescopes	telescopes
livelier	!	!
liveliest	!	!
harder	!	!
hard	softer	softer
hardest	!	!
hard	mcgregor	mcgregor
harder	thats	thats
hardest	easier	easier
taller	!	!
tall	tallest	tallest
tallest	!	!
tall	towers	towers
taller	skyscraper	skyscraper
tallest	height	height
freer	!	!
free	telescopes	telescopes
freest	!	!
free	telescopes	telescopes
freer	!	!
freest	!	!
sadder	!	!
sad	behaviors	behaviors
saddest	!	!
sad	behaviors	behaviors
sadder	!	!
saddest	!	!
rougher	!	!
rough	behaviors	behaviors
roughest	!	!
rough	behaviors	behaviors
rougher	!	!
roughest	!	!
steeper	!	!
steep	behaviors	behaviors
steepest	!	!
steep	behaviors	behaviors
steeper	!	!
steepest	!	!
smarter	!	!
smart	behaviors	behaviors
smartest	!	!
smart	behaviors	behaviors
smarter	!	!
smartest	!	!
cleaner	!	!
clean	efficient	efficient
cleanest	!	!
clean	behaviors	behaviors
cleaner	!	!
cleanest	cleaning	cleaning
lighter	!	!
light	firms	firms
lightest	!	!
light	firms	firms
lighter	!	!
lightest	heavier	heavier
classier	!	!
classy	firms	firms
classiest	!	!
classy	firms	firms
classier	!	!
classiest	!	!
poorer	!	!
poor	firms	firms
poorest	!	!
poor	equity	equity
poorer	poorer	poorer
poorest	poor	poor
slower	!	!
slow	firms	firms
slowest	!	!
slow	firms	firms
slower	!	!
slowest	faster	faster
faster	!	!
fastest	firms	firms
fast	!	!
fastest	firms	firms
faster	slow	slow
fast	slower	slower
classier	!	!
classy	convex	convex
classiest	!	!
classy	convex	convex
classier	!	!
classiest	!	!
simpler	!	!
simple	convex	convex
simplest	!	!
simple	convex	convex
simpler	mechanism	mechanism
simplest	easier	easier
meaner	!	!
mean	convex	convex
meanest	!	!
mean	convex	convex
meaner	!	!
meanest	!	!
mightier	!	!
mighty	convex	convex
mightiest	!	!
mighty	convex	convex
mightier	!	!
mightiest	!	!
cleaner	!	!
clean	convex	convex
cleanest	!	!
clean	convex	convex
cleaner	!	!
cleanest	cleaning	cleaning
louder	!	!
loud	fonts	fonts
loudest	!	!
loud	fonts	fonts
louder	!	!
loudest	!	!
newer	!	!
new	fonts	fonts
newest	!	!
new	innovative	innovative
newer	ipad	ipad
newest	compatible	compatible
cooler	!	!
cool	warmer	warm
coolest	!	!
cool	fonts	fonts
cooler	!	!
coolest	warmer	warmer
narrower	!	!
narrow	spacing	spacing
narrowest	!	!
narrow	fonts	fonts
narrower	!	!
narrowest	wider	wider
busier	!	!
busy	fonts	fonts
busiest	!	!
busy	airports	airports
busier	airports	airports
busiest	!	!
gentler	gently	slope
gentle	!	!
gentlest	!	!
gentle	thin	thin
gentler	thinner	thinner
gentlest	!	!
fancier	attire	attire
fancy	!	!
fanciest	!	!
fancy	thin	thin
fancier	thinner	thinner
fanciest	!	!
noisier	stronger	instrumentation
noisy	!	!
noisiest	!	!
noisy	thin	thin
noisier	thinner	thinner
noisiest	!	!
smarter	phones	phones
smart	!	!
smartest	!	!
smart	thin	thin
smarter	thinner	thinner
smartest	!	!
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	thin	thin
trickier	thinner	thinner
trickiest	!	!
tastier	!	!
tasty	...	...
tastiest	!	!
tasty	...	...
tastier	!	!
tastiest	!	!
easier	!	!
easy	difficult	convenient
easiest	!	!
easy	...	...
easier	!	!
easiest	difficult	difficult
mightier	!	!
mighty	...	...
mightiest	!	!
mighty	...	...
mightier	!	!
mightiest	!	!
fewer	!	!
few	than	than
fewest	!	!
few	...	...
fewer	!	!
fewest	than	than
trickier	!	!
tricky	...	...
trickiest	!	!
tricky	...	...
trickier	!	!
trickiest	!	!
thicker	!	!
thick	slope	slope
thickest	!	!
thick	slopes	slopes
thicker	!	!
thickest	thinner	thinner
earlier	!	late
early	slopes	slopes
earliest	!	late
early	slope	slope
earlier	dated	dated
earliest	later	later
swifter	!	!
swift	slopes	slopes
swiftest	!	!
swift	slopes	slopes
swifter	!	!
swiftest	!	!
bigger	!	!
big	slope	slope
biggest	!	!
big	slope	slope
bigger	largest	largest
biggest	much	much
deeper	!	!
deep	slopes	slope
deepest	!	!
deep	slope	slope
deeper	deep	deep
deepest	depths	depths
tighter	!	!
tight	winters	winters
tightest	!	!
tight	winters	winters
tighter	!	!
tightest	!	!
wider	!	!
wide	summers	summers
widest	!	!
wide	kppen	kppen
wider	1km	1km
widest	narrower	narrower
prettier	!	!
pretty	winters	winters
prettiest	!	!
pretty	winters	winters
prettier	!	!
prettiest	!	!
older	!	!
old	65	winters
oldest	!	!
old	winters	winters
older	earliest	earliest
oldest	65	65
wiser	!	!
wise	winters	winters
wisest	!	!
wise	winters	winters
wiser	!	!
wisest	!	!
milder	!	!
mild	fairs	fairs
mildest	essendon	essendon
mild	!	!
milder	!	!
mildest	vfl	vfl
prettier	!	!
pretty	fairs	fairs
prettiest	vfl	vfl
pretty	!	!
prettier	!	!
prettiest	vfl	vfl
narrower	!	!
narrow	longer	longer
narrowest	collingwood	collingwood
narrow	!	!
narrower	!	!
narrowest	vfl	vfl
stiffer	!	!
stiff	fairs	fairs
stiffest	vfl	vfl
stiff	!	!
stiffer	!	!
stiffest	vfl	vfl
older	!	!
old	65	65
oldest	vfl	carlton
old	today	today
older	!	!
oldest	65	65
steadier	!	!
steady	terrain	terrain
steadiest	!	!
steady	terrain	terrain
steadier	!	!
steadiest	!	!
fairer	!	!
fair	terrain	terrain
fairest	!	!
fair	vfl	kilda
fairer	vfl	vfl
fairest	!	!
smarter	!	!
smart	terrain	terrain
smartest	!	!
smart	terrain	terrain
smarter	!	!
smartest	!	!
sharper	!	!
sharp	terrain	terrain
sharpest	!	!
sharp	terrain	terrain
sharper	!	!
sharpest	!	!
deeper	!	!
deep	depths	shallow
deepest	!	!
deep	depth	depth
deeper	deep	deep
deepest	depths	depths
bloodier	!	!
bloody	streets	streets
bloodiest	hubs	fierce
bloody	!	!
bloodier	!	!
bloodiest	airports	airports
quicker	!	!
quick	slower	slower
quickest	hubs	hubs
quick	!	!
quicker	!	!
quickest	airports	airports
narrower	!	!
narrow	wider	wider
narrowest	corridor	corridor
narrow	!	!
narrower	!	!
narrowest	airports	airports
savvier	!	!
savvy	streets	streets
savviest	!	!
savvy	!	!
savvier	!	!
savviest	airports	airports
stronger	!	!
strong	weaker	weaker
strongest	airports	strongest
strong	storm	winds
stronger	!	!
strongest	airports	airports
better	better	better
good	good	anything
best	bad	bad
good	nominated	nominated
better	nominated	nominated
best	good	because
slicker	tyres	tyres
slick	!	!
slickest	tyres	tyres
slick	!	!
slicker	!	!
slickest	!	!
friendlier	u21	u21
friendly	!	!
friendliest	u21	u21
friendly	!	!
friendlier	!	!
friendliest	!	!
bigger	conference	conference
big	pink	pink
biggest	constellation	conference
big	yellow	yellow
bigger	largest	largest
biggest	cluster	getting
stronger	stronger	stronger
strong	strong	strong
strongest	weak	weak
strong	yellow	cyclone
stronger	cyclone	cyclone
strongest	strong	strong
milder	!	!
mild	shady	shady
mildest	!	!
mild	shady	shady
milder	!	!
mildest	!	!
faster	!	!
fastest	slower	slower
fast	!	!
fastest	slow	slow
faster	slow	slow
fast	slower	slower
busier	!	!
busy	shady	shady
busiest	!	!
busy	airports	airports
busier	airports	airports
busiest	!	!
luckier	!	!
lucky	shady	shady
luckiest	!	!
lucky	shady	shady
luckier	!	!
luckiest	!	!
wiser	!	!
wise	shady	shady
wisest	!	!
wise	shady	shady
wiser	!	!
wisest	!	!
lighter	!	!
light	heavier	heavier
lightest	!	!
light	costumes	costumes
lighter	!	!
lightest	heavier	heavier
healthier	!	!
healthy	costumes	costumes
healthiest	!	!
healthy	costumes	costumes
healthier	!	!
healthiest	!	!
costlier	!	!
costly	costumes	costumes
costliest	!	!
costly	costumes	costumes
costlier	!	!
costliest	!	!
meaner	!	!
mean	costumes	costumes
meanest	!	!
mean	costumes	costumes
meaner	!	!
meanest	!	!
older	!	!
old	65	65
oldest	!	!
old	costumes	exists
older	earliest	earliest
oldest	65	65
louder	!	!
loud	yellow	yellow
loudest	!	!
loud	yellow	yellow
louder	!	!
loudest	!	!
tougher	!	!
tough	yellow	yellow
toughest	!	!
tough	yellow	yellow
tougher	!	!
toughest	!	!
darker	!	!
dark	colour	colour
darkest	!	!
dark	yellow	yellow
darker	!	!
darkest	paler	paler
easier	!	!
easy	yellow	yellow
easiest	!	!
easy	yellow	yellow
easier	!	!
easiest	difficult	difficult
trickier	!	!
tricky	yellow	yellow
trickiest	!	!
tricky	yellow	yellow
trickier	!	!
trickiest	!	!
larger	!	!
large	smaller	smaller
largest	!	!
large	clever	clever
larger	biggest	biggest
largest	smaller	smaller
tastier	!	!
tasty	clever	clever
tastiest	!	!
tasty	clever	clever
tastier	!	!
tastiest	!	!
healthier	!	!
healthy	clever	clever
healthiest	!	!
healthy	clever	clever
healthier	!	!
healthiest	!	!
faster	!	!
fastest	slower	clever
fast	!	!
fastest	pace	witty
faster	slow	slow
fast	slower	slower
noisier	!	!
noisy	clever	clever
noisiest	!	!
noisy	clever	clever
noisier	!	!
noisiest	!	!
smaller	!	!
small	larger	larger
smallest	!	!
small	diets	diets
smaller	wingspan	wingspan
smallest	larger	larger
fuller	!	!
full	meals	meals
fullest	!	!
full	diet	diet
fuller	!	!
fullest	earle	earle
younger	!	!
young	elder	elder
youngest	!	!
young	siblings	siblings
younger	daughters	daughters
youngest	brother	brother
smarter	!	!
smart	diet	diet
smartest	!	!
smart	diet	diet
smarter	!	!
smartest	!	!
deeper	!	!
deep	depths	depths
deepest	!	!
deep	deep	deep
deeper	deep	deep
deepest	depths	depths
classier	!	!
classy	we	we
classiest	!	!
classy	we	we
classier	!	!
classiest	!	!
stickier	!	!
sticky	we	we
stickiest	!	!
sticky	we	we
stickier	!	!
stickiest	!	!
happier	!	!
happy	we	we
happiest	!	!
happy	we	we
happier	!	!
happiest	!	!
poorer	!	!
poor	lowest	lowest
poorest	!	!
poor	lowest	lowest
poorer	poorer	poorer
poorest	poor	poor
softer	!	!
soft	smaller	smaller
softest	!	!
soft	we	we
softer	!	!
softest	lighter	lighter
higher	!	!
high	low	toulouse
highest	!	!
high	lowest	lowest
higher	lowest	lowest
highest	low	low
thinner	!	!
thin	thicker	stade
thinnest	!	!
thin	marseille	marseille
thinner	!	!
thinnest	thicker	thicker
fairer	!	!
fair	marseille	marseille
fairest	!	!
fair	vfl	carlton
fairer	vfl	vfl
fairest	!	!
mightier	!	!
mighty	marseille	marseille
mightiest	!	!
mighty	marseille	marseille
mightier	!	!
mightiest	!	!
noisier	!	!
noisy	marseille	marseille
noisiest	!	!
noisy	marseille	marseille
noisier	!	!
noisiest	!	!
kinder	!	!
kind	winters	winters
kindest	!	!
kind	winters	winters
kinder	!	!
kindest	!	!
easier	!	!
easy	kppen	kppen
easiest	!	!
easy	winters	winters
easier	!	!
easiest	difficult	difficult
busier	!	!
busy	winters	winters
busiest	!	!
busy	kppen	kppen
busier	airports	airports
busiest	!	!
trickier	!	!
tricky	winters	winters
trickiest	!	!
tricky	winters	winters
trickier	!	!
trickiest	!	!
riskier	!	!
risky	winters	winters
riskiest	!	!
risky	winters	winters
riskier	!	!
riskiest	!	!
rougher	!	!
rough	really	really
roughest	!	!
rough	really	really
rougher	!	!
roughest	!	!
friendlier	!	!
friendly	really	really
friendliest	!	!
friendly	really	really
friendlier	!	!
friendliest	!	!
shorter	!	!
short	longer	longer
shortest	!	!
short	clever	clever
shorter	longest	longest
shortest	longer	longer
faster	!	!
fastest	slower	slower
fast	!	!
fastest	pace	pace
faster	slow	slow
fast	slower	slower
fewer	!	!
few	than	than
fewest	!	!
few	really	really
fewer	!	!
fewest	than	than
stickier	!	!
sticky	witty	witty
stickiest	!	!
sticky	witty	witty
stickier	!	!
stickiest	!	!
messier	!	!
messy	witty	witty
messiest	!	!
messy	witty	witty
messier	!	!
messiest	!	!
leaner	!	!
lean	witty	witty
leanest	!	!
lean	witty	witty
leaner	!	!
leanest	!	!
closer	!	!
close	intelligent	intelligent
closest	!	!
close	witty	witty
closer	relatives	relatives
closest	than	than
trickier	!	!
tricky	witty	witty
trickiest	!	!
tricky	witty	witty
trickier	!	!
trickiest	!	!
thinner	!	!
thin	thicker	thicker
thinnest	!	!
thin	novi	novi
thinner	!	!
thinnest	thicker	thicker
nicer	!	!
nice	novi	novi
nicest	!	!
nice	novi	novi
nicer	!	!
nicest	!	!
savvier	!	!
savvy	novi	novi
savviest	!	!
savvy	novi	novi
savvier	!	!
savviest	!	!
smarter	!	!
smart	novi	novi
smartest	!	!
smart	novi	novi
smarter	!	!
smartest	!	!
fewer	!	!
few	novi	novi
fewest	!	!
few	novi	novi
fewer	!	!
fewest	than	than
simpler	!	!
simple	non-linear	non-linear
simplest	!	!
simple	algorithm	algorithm
simpler	mechanism	mechanism
simplest	easier	easier
fancier	!	!
fancy	loud	loud
fanciest	!	!
fancy	loud	loud
fancier	!	!
fanciest	!	!
greater	!	!
great	within	within
greatest	!	!
great	one	one
greater	one	one
greatest	within	within
luckier	!	!
lucky	loud	loud
luckiest	!	!
lucky	loud	loud
luckier	!	!
luckiest	!	!
deeper	!	!
deep	deep	prefers
deepest	!	!
deep	deep	deep
deeper	deep	deep
deepest	depths	depths
richer	mineral	mineral
rich	poorer	poorer
richest	mineral	mineral
rich	wealthiest	wealthiest
richer	wealthiest	wealthiest
richest	poorer	poorer
louder	noises	noises
loud	!	!
loudest	noises	noises
loud	!	!
louder	!	!
loudest	!	!
rougher	terrain	terrain
rough	!	!
roughest	terrain	terrain
rough	!	!
rougher	!	!
roughest	!	!
slower	pace	pace
slow	faster	faster
slowest	pace	pace
slow	!	!
slower	!	!
slowest	faster	faster
nastier	jokes	jokes
nasty	!	!
nastiest	jokes	jokes
nasty	!	!
nastier	!	!
nastiest	!	!
slimmer	!	!
slim	jokes	jokes
slimmest	!	!
slim	jokes	jokes
slimmer	!	!
slimmest	!	!
smoother	!	!
smooth	jokes	jokes
smoothest	!	!
smooth	jokes	jokes
smoother	!	!
smoothest	!	!
meaner	!	!
mean	jokes	jokes
meanest	!	!
mean	jokes	jokes
meaner	!	!
meanest	!	!
longer	!	!
long	shorter	uncomfortable
longest	!	!
long	shortest	shortest
longer	shortest	shortest
longest	shorter	shorter
shorter	!	!
short	longer	longer
shortest	!	!
short	longest	connecting
shorter	longest	longest
shortest	longer	longer
wider	!	!
wide	increase	increase
widest	!	!
wide	1km	1km
wider	1km	1km
widest	narrower	narrower
fairer	!	!
fair	slow	slow
fairest	!	!
fair	vfl	vfl
fairer	vfl	vfl
fairest	!	!
smarter	!	!
smart	slow	slow
smartest	!	!
smart	slow	slow
smarter	!	!
smartest	!	!
deeper	!	!
deep	slow	slow
deepest	!	!
deep	deep	affection
deeper	deep	deep
deepest	depths	depths
luckier	!	!
lucky	slow	slow
luckiest	!	!
lucky	slow	slow
luckier	!	!
luckiest	!	!
earlier	!	late
early	earliest	earliest
earliest	!	late
early	surviving	surviving
earlier	dated	dated
earliest	later	later
pricier	!	!
pricey	loser	loser
priciest	!	!
pricey	loser	loser
pricier	!	!
priciest	!	!
wider	!	!
wide	narrower	brody
widest	!	!
wide	1km	1km
wider	1km	1km
widest	narrower	narrower
lower	!	!
low	upper	upper
lowest	!	!
low	highest	highest
lower	highest	highest
lowest	upper	upper
steeper	!	!
steep	loser	loser
steepest	!	!
steep	loser	loser
steeper	!	!
steepest	!	!
wealthier	!	!
wealthy	expensive	expensive
wealthiest	!	!
wealthy	richest	expensive
wealthier	richest	richest
wealthiest	!	!
richer	!	!
rich	expensive	expensive
richest	!	!
rich	expensive	expensive
richer	wealthiest	wealthiest
richest	poorer	poorer
faster	!	!
fastest	slower	slower
fast	!	!
fastest	expensive	expensive
faster	slow	slow
fast	slower	slower
taller	!	!
tall	expensive	than
tallest	!	!
tall	skyscraper	skyscraper
taller	skyscraper	skyscraper
tallest	height	height
luckier	!	!
lucky	expensive	expensive
luckiest	!	!
lucky	expensive	expensive
luckier	!	!
luckiest	!	!
wider	!	!
wide	noises	noises
widest	!	!
wide	1km	1km
wider	1km	1km
widest	narrower	narrower
slower	!	!
slow	faster	faster
slowest	!	!
slow	noises	noises
slower	!	!
slowest	faster	faster
friendlier	!	!
friendly	noises	noises
friendliest	!	!
friendly	noises	noises
friendlier	!	!
friendliest	!	!
easier	!	!
easy	difficult	difficult
easiest	!	!
easy	noises	noises
easier	!	!
easiest	difficult	difficult
colder	!	winters
cold	noises	noises
coldest	!	winters
cold	noises	noises
colder	!	!
coldest	!	!
lower	!	!
low	upper	upper
lowest	!	!
low	highest	highest
lower	highest	highest
lowest	upper	upper
darker	!	forewings
dark	paler	paler
darkest	!	forewings
dark	cholesterol	cholesterol
darker	!	!
darkest	paler	paler
safer	!	!
safe	cholesterol	cholesterol
safest	!	!
safe	cholesterol	cholesterol
safer	!	!
safest	cheaper	cheaper
faster	!	!
fastest	slower	slow
fast	!	!
fastest	slow	slow
faster	slow	slow
fast	slower	slower
fresher	!	!
fresh	cholesterol	cholesterol
freshest	!	!
fresh	cholesterol	cholesterol
fresher	!	!
freshest	!	!
thinner	!	!
thin	thicker	thicker
thinnest	!	!
thin	dried	dried
thinner	!	!
thinnest	thicker	thicker
simpler	!	!
simple	water	water
simplest	!	!
simple	dried	water
simpler	mechanism	mechanism
simplest	easier	easier
firmer	!	!
firm	dried	dried
firmest	!	!
firm	dried	dried
firmer	!	!
firmest	!	!
gentler	!	!
gentle	dried	dried
gentlest	!	!
gentle	dried	dried
gentler	!	!
gentlest	!	!
livelier	!	!
lively	dried	dried
liveliest	!	!
lively	dried	dried
livelier	!	!
liveliest	!	!
greener	yellow	yellow
green	!	!
greenest	yellow	yellow
green	!	!
greener	!	!
greenest	!	!
cheaper	inexpensive	inexpensive
cheap	expensive	expensive
cheapest	inexpensive	inexpensive
cheap	!	!
cheaper	!	!
cheapest	expensive	expensive
stickier	coated	coated
sticky	!	!
stickiest	coated	coated
sticky	!	!
stickier	!	!
stickiest	!	!
fatter	cholesterol	cholesterol
fat	!	!
fattest	cholesterol	cholesterol
fat	!	!
fatter	!	!
fattest	!	!
harder	disk	disk
hard	easier	easier
hardest	disk	disk
hard	thats	thats
harder	thats	thats
hardest	easier	easier
milder	winters	winters
mild	!	!
mildest	winters	winters
mild	!	!
milder	!	!
mildest	!	!
thinner	thick	thick
thin	thicker	thicker
thinnest	thick	thick
thin	!	!
thinner	!	!
thinnest	thicker	thicker
poorer	lack	lack
poor	poor	poor
poorest	lack	lack
poor	poorer	poorer
poorer	poorer	poorer
poorest	poor	poor
lower	higher	higher
low	upper	upper
lowest	higher	higher
low	highest	highest
lower	highest	highest
lowest	upper	upper
quicker	slow	slow
quick	faster	faster
quickest	slow	slow
quick	!	!
quicker	!	!
quickest	faster	faster
newer	!	!
new	u21	u21
newest	!	!
new	u21	u21
newer	ipad	ipad
newest	compatible	compatible
tougher	!	!
tough	u21	u21
toughest	!	!
tough	u21	u21
tougher	!	!
toughest	!	!
quicker	!	!
quick	2-1	2-1
quickest	!	!
quick	u21	u21
quicker	!	!
quickest	faster	faster
costlier	!	!
costly	u21	u21
costliest	!	!
costly	u21	u21
costlier	!	!
costliest	!	!
shorter	!	!
short	longer	longer
shortest	!	!
short	u21	u21
shorter	longest	longest
shortest	longer	longer
louder	!	!
loud	delivering	delivering
loudest	!	!
loud	delivering	delivering
louder	!	!
loudest	!	!
nastier	!	!
nasty	delivering	delivering
nastiest	!	!
nasty	delivering	delivering
nastier	!	!
nastiest	!	!
greater	!	!
great	within	within
greatest	!	!
great	all-time	all-time
greater	one	one
greatest	within	within
wiser	!	!
wise	delivering	delivering
wisest	!	!
wise	delivering	delivering
wiser	!	!
wisest	!	!
closer	!	!
close	wade	wade
closest	!	!
close	subordinates	subordinates
closer	relatives	relatives
closest	than	than
thicker	thin	thin
thick	thinner	thinner
thickest	thin	thin
thick	!	!
thicker	!	!
thickest	thinner	thinner
classier	!	!
classy	!	!
classiest	!	!
classy	!	!
classier	!	!
classiest	!	!
simpler	using	using
simple	easier	easier
simplest	using	using
simple	mechanism	mechanism
simpler	mechanism	mechanism
simplest	easier	easier
busier	streets	streets
busy	!	!
busiest	streets	streets
busy	airports	airports
busier	airports	airports
busiest	!	!
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	!	!
trickier	!	!
trickiest	!	!
worse	good	good
bad	tired	tired
worst	good	good
bad	catastrophic	catastrophic
worse	catastrophic	catastrophic
worst	tired	tired
fatter	cholesterol	cholesterol
fat	!	!
fattest	cholesterol	cholesterol
fat	!	!
fatter	!	!
fattest	!	!
lower	higher	higher
low	upper	upper
lowest	higher	higher
low	highest	highest
lower	highest	highest
lowest	upper	upper
steeper	slopes	slopes
steep	!	!
steepest	slopes	slopes
steep	!	!
steeper	!	!
steepest	!	!
friendlier	u21	u21
friendly	!	!
friendliest	u21	u21
friendly	!	!
friendlier	!	!
friendliest	!	!
smaller	mollusks	mollusks
small	animals	animals
smallest	!	!
small	domesticated	domesticated
smaller	triangle	handful
smallest	!	!
cheaper	economical	economical
cheap	expensive	antelope
cheapest	!	!
cheap	animals	animals
cheaper	brig.	thornton
cheapest	!	!
tighter	halfback	halfback
tight	!	!
tightest	!	!
tight	animals	animals
tighter	brig.	thornton
tightest	!	!
happier	everyone	everyone
happy	!	!
happiest	!	!
happy	animals	animals
happier	brig.	thornton
happiest	!	!
harsher	punishments	punishments
harsh	!	!
harshest	!	!
harsh	animals	animals
harsher	brig.	thornton
harshest	!	!
higher	!	!
high	low	low
highest	!	!
high	lowest	lowest
higher	lowest	lowest
highest	low	low
prettier	!	!
pretty	tyres	tyres
prettiest	!	!
pretty	tyres	tyres
prettier	!	!
prettiest	!	!
smoother	!	!
smooth	tyres	tyres
smoothest	!	!
smooth	tyres	tyres
smoother	!	!
smoothest	!	!
fresher	!	!
fresh	tyres	tyres
freshest	!	!
fresh	tyres	tyres
fresher	!	!
freshest	!	!
faster	!	!
fastest	slower	slower
fast	!	!
fastest	pace	pace
faster	slow	slow
fast	slower	slower
worse	good	good
bad	tired	tired
worst	good	good
bad	catastrophic	catastrophic
worse	catastrophic	catastrophic
worst	tired	tired
higher	school	school
high	low	low
highest	school	school
high	lowest	lowest
higher	lowest	lowest
highest	low	low
costlier	expensive	expensive
costly	!	!
costliest	expensive	expensive
costly	!	!
costlier	!	!
costliest	!	!
firmer	firms	firms
firm	!	!
firmest	firms	firms
firm	!	!
firmer	!	!
firmest	!	!
steeper	slopes	slopes
steep	!	!
steepest	slopes	slopes
steep	!	!
steeper	!	!
steepest	!	!
greener	!	!
green	wi-fi	wi-fi
greenest	!	!
green	wi-fi	wi-fi
greener	!	!
greenest	!	!
smaller	!	!
small	larger	larger
smallest	!	!
small	witty	intelligent
smaller	wingspan	wingspan
smallest	larger	larger
narrower	!	!
narrow	clever	uncomfortable
narrowest	!	!
narrow	wi-fi	wi-fi
narrower	!	!
narrowest	wider	wider
cleaner	!	!
clean	efficient	efficient
cleanest	!	!
clean	wi-fi	wi-fi
cleaner	!	!
cleanest	cleaning	cleaning
riskier	!	!
risky	wi-fi	wi-fi
riskiest	!	!
risky	wi-fi	wi-fi
riskier	!	!
riskiest	!	!
newer	!	!
new	upgraded	upgraded
newest	!	!
new	ducks	ducks
newer	ipad	ipad
newest	compatible	compatible
wilder	!	!
wild	ducks	ducks
wildest	!	!
wild	ducks	ducks
wilder	!	!
wildest	brig.	thornton
narrower	!	!
narrow	wider	wider
narrowest	!	!
narrow	ducks	ducks
narrower	!	!
narrowest	wider	wider
safer	!	!
safe	ducks	ducks
safest	!	!
safe	ducks	ducks
safer	!	!
safest	cheaper	cheaper
faster	!	!
fastest	slower	slower
fast	!	!
fastest	slow	slow
faster	slow	slow
fast	slower	slower
meaner	!	!
mean	ensued	ensued
meanest	!	!
mean	ensued	ensued
meaner	!	!
meanest	!	!
heavier	!	!
heavy	lighter	heaviest
heaviest	!	!
heavy	kilograms	kilograms
heavier	weighing	weighing
heaviest	lighter	lighter
nicer	!	!
nice	ensued	ensued
nicest	!	!
nice	ensued	ensued
nicer	!	!
nicest	!	!
faster	!	!
fastest	slower	slower
fast	!	!
fastest	slow	slow
faster	slow	slow
fast	slower	slower
leaner	!	!
lean	ensued	ensued
leanest	!	!
lean	ensued	ensued
leaner	!	!
leanest	!	!
weaker	!	!
weak	stronger	coated
weakest	!	!
weak	coated	coated
weaker	!	!
weakest	stronger	stronger
darker	!	!
dark	paler	paler
darkest	!	!
dark	coated	coated
darker	!	!
darkest	paler	paler
rougher	!	!
rough	coated	coated
roughest	!	!
rough	coated	coated
rougher	!	!
roughest	!	!
mightier	!	!
mighty	coated	coated
mightiest	!	!
mighty	coated	coated
mightier	!	!
mightiest	!	!
wiser	!	!
wise	coated	coated
wisest	!	!
wise	coated	coated
wiser	!	!
wisest	!	!
laws	laws	constitutional
law	act	act
products	eighteen	eighteen
product	honors	apparel
changes	changes	changes
change	change	change
citizens	thirty-five	thirty-five
citizen	citizenship	citizenship
teachers	eighteen	forty
teacher	students	students
things	really	really
thing	something	something
minutes	goal	goal
minute	seconds	seconds
dollars	currencies	currencies
dollar	billion	trillion
areas	census	census
area	forested	forested
cities	census	census
city	towns	towns
streets	avenue	avenue
street	myspace	myspace
months	annually	annually
month	days	days
conditions	patients	patients
condition	website	website
countries	billboard	billboard
country	europe	europe
operations	operations	operations
operation	operation	myspace
schools	students	students
school	secondary	secondary
results	caused	caused
result	reports	reports
parents	subsidiary	subsidiary
parent	siblings	mother
charges	charged	accused
charge	guilty	guilty
students	students	students
student	schools	education
employees	employees	employees
employee	workers	workers
workers	workers	workers
worker	worker	worker
miles	km	families
mile	6km	6km
ways	them	them
way	ideas	behaviors
